DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,CYCLE,N,READ_RATE
50,1,122,5519885,e20051397201015918904e51,1,5,1.000
60,1,120,10761485,e20051397201015918904e51,1,5,1.000
70,1,72,16529165,e20051397201015918904e51,1,5,1.000
80,1,103,11287565,e20051397201015918904e51,1,5,1.000
90,1,101,5519885,e20051397201015918904e51,1,5,1.000
100,1,102,10761485,e20051397201015918904e51,1,5,1.000
110,0,0,0,e20051397201015918904e51,5,5,0.000
120,0,0,0,e20051397201015918904e51,5,5,0.000
130,0,0,0,e20051397201015918904e51,5,5,0.000
140,0,0,0,e20051397201015918904e51,5,5,0.000
150,0,0,0,e20051397201015918904e51,5,5,0.000
160,1,64,11287565,e20051397201015918904e51,3,5,0.333
170,0,0,0,e20051397201015918904e51,5,5,0.000
180,0,0,0,e20051397201015918904e51,5,5,0.000
190,0,0,0,e20051397201015918904e51,5,5,0.000
200,0,0,0,e20051397201015918904e51,5,5,0.000
10,1,251,5519885,e20051397201015918904e51,1,6,1.000
20,1,235,10761485,e20051397201015918904e51,1,6,1.000
30,1,198,16529165,e20051397201015918904e51,1,6,1.000
40,1,184,11287565,e20051397201015918904e51,1,6,1.000
50,1,154,5519885,e20051397201015918904e51,1,6,1.000
60,1,120,10761485,e20051397201015918904e51,1,6,1.000
70,1,88,16529165,e20051397201015918904e51,1,6,1.000
80,1,119,11287565,e20051397201015918904e51,1,6,1.000
90,1,130,5519885,e20051397201015918904e51,1,6,1.000
100,1,128,10761485,e20051397201015918904e51,1,6,1.000
110,0,0,0,e20051397201015918904e51,5,6,0.000
120,1,85,11287565,e20051397201015918904e51,2,6,0.500
130,1,52,5519885,e20051397201015918904e51,1,6,1.000
140,1,38,10761485,e20051397201015918904e51,1,6,1.000
150,1,22,16529165,e20051397201015918904e51,2,6,0.500
160,0,0,0,e20051397201015918904e51,5,6,0.000
170,0,0,0,e20051397201015918904e51,5,6,0.000
180,0,0,0,e20051397201015918904e51,5,6,0.000
190,0,0,0,e20051397201015918904e51,5,6,0.000
200,0,0,0,e20051397201015918904e51,5,6,0.000
10,1,237,10761485,e20051397201015918904e51,1,7,1.000
20,1,205,16529165,e20051397201015918904e51,1,7,1.000
30,1,218,11287565,e20051397201015918904e51,3,7,0.333
40,0,0,0,e20051397201015918904e51,5,7,0.000
50,1,10,10761485,e20051397201015918904e51,3,7,0.333
60,1,89,16529165,e20051397201015918904e51,2,7,0.500
70,1,120,11287565,e20051397201015918904e51,1,7,1.000
80,1,88,5519885,e20051397201015918904e51,1,7,1.000
90,1,96,10761485,e20051397201015918904e51,1,7,1.000
100,1,98,16529165,e20051397201015918904e51,1,7,1.000
110,1,84,11287565,e20051397201015918904e51,1,7,1.000
120,0,0,0,e20051397201015918904e51,5,7,0.000
130,0,0,0,e20051397201015918904e51,5,7,0.000
140,0,0,0,e20051397201015918904e51,5,7,0.000
150,0,0,0,e20051397201015918904e51,5,7,0.000
160,0,0,0,e20051397201015918904e51,5,7,0.000
170,0,0,0,e20051397201015918904e51,5,7,0.000
180,0,0,0,e20051397201015918904e51,5,7,0.000
190,0,0,0,e20051397201015918904e51,5,7,0.000
200,0,0,0,e20051397201015918904e51,5,7,0.000
10,1,234,11287565,e20051397201015918904e51,1,8,1.000
20,1,236,5519885,e20051397201015918904e51,1,8,1.000
30,1,203,10761485,e20051397201015918904e51,1,8,1.000
40,1,182,16529165,e20051397201015918904e51,1,8,1.000
50,1,106,11287565,e20051397201015918904e51,1,8,1.000
60,1,89,5519885,e20051397201015918904e51,1,8,1.000
70,1,40,10761485,e20051397201015918904e51,1,8,1.000
80,1,86,16529165,e20051397201015918904e51,1,8,1.000
90,1,115,11287565,e20051397201015918904e51,1,8,1.000
100,0,0,0,e20051397201015918904e51,5,8,0.000
110,1,80,10761485,e20051397201015918904e51,2,8,0.500
120,0,0,0,e20051397201015918904e51,1,8,0.000
130,1,6,11287565,e20051397201015918904e51,1,8,1.000
140,1,22,5519885,e20051397201015918904e51,1,8,1.000
150,1,36,10761485,e20051397201015918904e51,2,8,0.500
160,1,37,16529165,e20051397201015918904e51,2,8,0.500
170,0,0,0,e20051397201015918904e51,5,8,0.000
180,0,0,0,e20051397201015918904e51,5,8,0.000
190,0,0,0,e20051397201015918904e51,5,8,0.000
200,0,0,0,e20051397201015918904e51,5,8,0.000
10,1,206,5519885,e20051397201015918904e51,1,9,1.000
20,1,206,10761485,e20051397201015918904e51,1,9,1.000
30,1,204,16529165,e20051397201015918904e51,1,9,1.000
40,1,183,11287565,e20051397201015918904e51,1,9,1.000
50,1,151,5519885,e20051397201015918904e51,1,9,1.000
60,1,135,10761485,e20051397201015918904e51,1,9,1.000
70,1,56,16529165,e20051397201015918904e51,1,9,1.000
80,1,8,11287565,e20051397201015918904e51,1,9,1.000
90,1,118,5519885,e20051397201015918904e51,1,9,1.000
100,1,116,10761485,e20051397201015918904e51,1,9,1.000
110,1,128,16529165,e20051397201015918904e51,1,9,1.000
120,1,115,11287565,e20051397201015918904e51,1,9,1.000
130,1,54,5519885,e20051397201015918904e51,1,9,1.000
140,1,38,10761485,e20051397201015918904e51,1,9,1.000
150,1,21,16529165,e20051397201015918904e51,1,9,1.000
160,0,0,0,e20051397201015918904e51,5,9,0.000
170,0,0,0,e20051397201015918904e51,5,9,0.000
180,0,0,0,e20051397201015918904e51,5,9,0.000
190,0,0,0,e20051397201015918904e51,5,9,0.000
200,0,0,0,e20051397201015918904e51,5,9,0.000
10,1,175,10761485,e20051397201015918904e51,1,10,1.000
20,1,205,16529165,e20051397201015918904e51,1,10,1.000
30,1,188,11287565,e20051397201015918904e51,3,10,0.333
40,0,0,0,e20051397201015918904e51,5,10,0.000
50,1,165,10761485,e20051397201015918904e51,1,10,1.000
60,1,151,16529165,e20051397201015918904e51,1,10,1.000
70,1,40,11287565,e20051397201015918904e51,1,10,1.000
80,1,7,5519885,e20051397201015918904e51,1,10,1.000
90,0,0,0,e20051397201015918904e51,5,10,0.000
100,1,132,16529165,e20051397201015918904e51,2,10,0.500
110,1,116,11287565,e20051397201015918904e51,2,10,0.500
120,1,112,5519885,e20051397201015918904e51,2,10,0.500
130,0,0,0,e20051397201015918904e51,5,10,0.000
140,1,22,16529165,e20051397201015918904e51,4,10,0.250
150,1,5,11287565,e20051397201015918904e51,4,10,0.250
160,0,0,0,e20051397201015918904e51,5,10,0.000
170,0,0,0,e20051397201015918904e51,5,10,0.000
180,0,0,0,e20051397201015918904e51,5,10,0.000
190,0,0,0,e20051397201015918904e51,5,10,0.000
200,0,0,0,e20051397201015918904e51,5,10,0.000
10,1,127,16529165,e20051397201015618904e5d,1,1,1.000
20,1,221,11287565,e20051397201015618904e5d,1,1,1.000
30,1,204,5519885,e20051397201015618904e5d,1,1,1.000
40,1,200,10761485,e20051397201015618904e5d,1,1,1.000
50,1,168,16529165,e20051397201015618904e5d,1,1,1.000
60,1,137,11287565,e20051397201015618904e5d,1,1,1.000
70,0,0,0,e20051397201015618904e5d,5,1,0.000
80,1,103,10761485,e20051397201015618904e5d,1,1,1.000
90,1,119,16529165,e20051397201015618904e5d,1,1,1.000
100,1,86,11287565,e20051397201015618904e5d,1,1,1.000
110,1,97,5519885,e20051397201015618904e5d,1,1,1.000
120,1,80,10761485,e20051397201015618904e5d,1,1,1.000
130,0,0,0,e20051397201015618904e5d,5,1,0.000
140,0,0,0,e20051397201015618904e5d,5,1,0.000
150,1,37,5519885,e20051397201015618904e5d,2,1,0.500
160,0,0,0,e20051397201015618904e5d,5,1,0.000
170,0,0,0,e20051397201015618904e5d,5,1,0.000
180,0,0,0,e20051397201015618904e5d,5,1,0.000
190,0,0,0,e20051397201015618904e5d,5,1,0.000
200,0,0,0,e20051397201015618904e5d,5,1,0.000
10,1,222,11287565,e20051397201015618904e5d,1,2,1.000
20,1,221,5519885,e20051397201015618904e5d,1,2,1.000
30,1,215,10761485,e20051397201015618904e5d,1,2,1.000
40,1,198,16529165,e20051397201015618904e5d,1,2,1.000
50,1,136,11287565,e20051397201015618904e5d,1,2,1.000
60,1,89,5519885,e20051397201015618904e5d,1,2,1.000
70,1,88,10761485,e20051397201015618904e5d,2,2,0.500
80,1,24,16529165,e20051397201015618904e5d,1,2,1.000
90,1,99,11287565,e20051397201015618904e5d,1,2,1.000
100,1,101,5519885,e20051397201015618904e5d,1,2,1.000
110,0,0,0,e20051397201015618904e5d,5,2,0.000
120,0,0,0,e20051397201015618904e5d,5,2,0.000
130,0,0,0,e20051397201015618904e5d,5,2,0.000
140,0,0,0,e20051397201015618904e5d,5,2,0.000
150,0,0,0,e20051397201015618904e5d,5,2,0.000
160,0,0,0,e20051397201015618904e5d,5,2,0.000
170,0,0,0,e20051397201015618904e5d,5,2,0.000
180,0,0,0,e20051397201015618904e5d,5,2,0.000
190,0,0,0,e20051397201015618904e5d,5,2,0.000
200,0,0,0,e20051397201015618904e5d,5,2,0.000
10,1,237,5519885,e20051397201015618904e5d,1,3,1.000
20,1,220,10761485,e20051397201015618904e5d,1,3,1.000
30,1,218,16529165,e20051397201015618904e5d,1,3,1.000
40,1,192,11287565,e20051397201015618904e5d,1,3,1.000
50,1,153,5519885,e20051397201015618904e5d,1,3,1.000
60,1,25,10761485,e20051397201015618904e5d,1,3,1.000
70,1,25,16529165,e20051397201015618904e5d,1,3,1.000
80,1,102,11287565,e20051397201015618904e5d,1,3,1.000
90,1,128,5519885,e20051397201015618904e5d,1,3,1.000
100,1,112,10761485,e20051397201015618904e5d,1,3,1.000
110,0,0,0,e20051397201015618904e5d,5,3,0.000
120,1,101,11287565,e20051397201015618904e5d,3,3,0.333
130,0,0,0,e20051397201015618904e5d,5,3,0.000
140,1,22,10761485,e20051397201015618904e5d,3,3,0.333
150,0,0,0,e20051397201015618904e5d,5,3,0.000
160,1,98,11287565,e20051397201015618904e5d,3,3,0.333
170,0,0,0,e20051397201015618904e5d,5,3,0.000
180,0,0,0,e20051397201015618904e5d,5,3,0.000
190,0,0,0,e20051397201015618904e5d,5,3,0.000
200,0,0,0,e20051397201015618904e5d,5,3,0.000
10,1,234,10761485,e20051397201015618904e5d,1,4,1.000
20,1,235,16529165,e20051397201015618904e5d,1,4,1.000
30,1,195,11287565,e20051397201015618904e5d,1,4,1.000
40,1,139,5519885,e20051397201015618904e5d,1,4,1.000
50,1,91,10761485,e20051397201015618904e5d,1,4,1.000
60,1,73,16529165,e20051397201015618904e5d,1,4,1.000
70,1,120,11287565,e20051397201015618904e5d,1,4,1.000
80,1,112,5519885,e20051397201015618904e5d,1,4,1.000
90,1,112,10761485,e20051397201015618904e5d,1,4,1.000
100,0,0,0,e20051397201015618904e5d,5,4,0.000
110,0,0,0,e20051397201015618904e5d,5,4,0.000
120,0,0,0,e20051397201015618904e5d,5,4,0.000
130,1,37,10761485,e20051397201015618904e5d,3,4,0.333
140,1,54,16529165,e20051397201015618904e5d,2,4,0.500
150,1,69,11287565,e20051397201015618904e5d,3,4,0.333
160,0,0,0,e20051397201015618904e5d,5,4,0.000
170,0,0,0,e20051397201015618904e5d,5,4,0.000
180,0,0,0,e20051397201015618904e5d,5,4,0.000
190,0,0,0,e20051397201015618904e5d,5,4,0.000
200,0,0,0,e20051397201015618904e5d,5,4,0.000
10,1,251,16529165,e20051397201015618904e5d,1,5,1.000
20,1,235,11287565,e20051397201015618904e5d,1,5,1.000
30,1,192,5519885,e20051397201015618904e5d,1,5,1.000
40,0,0,0,e20051397201015618904e5d,5,5,0.000
50,1,90,16529165,e20051397201015618904e5d,1,5,1.000
60,1,90,11287565,e20051397201015618904e5d,1,5,1.000
70,1,41,5519885,e20051397201015618904e5d,1,5,1.000
80,1,88,10761485,e20051397201015618904e5d,1,5,1.000
90,1,100,16529165,e20051397201015618904e5d,1,5,1.000
100,1,85,11287565,e20051397201015618904e5d,1,5,1.000
110,1,96,5519885,e20051397201015618904e5d,1,5,1.000
120,0,0,0,e20051397201015618904e5d,5,5,0.000
130,1,5,16529165,e20051397201015618904e5d,2,5,0.500
140,1,22,11287565,e20051397201015618904e5d,1,5,1.000
150,0,0,0,e20051397201015618904e5d,5,5,0.000
160,0,0,0,e20051397201015618904e5d,5,5,0.000
170,0,0,0,e20051397201015618904e5d,5,5,0.000
180,0,0,0,e20051397201015618904e5d,5,5,0.000
190,0,0,0,e20051397201015618904e5d,5,5,0.000
200,0,0,0,e20051397201015618904e5d,5,5,0.000
10,1,236,11287565,e20051397201015618904e5d,1,6,1.000
20,1,236,5519885,e20051397201015618904e5d,1,6,1.000
30,1,216,10761485,e20051397201015618904e5d,1,6,1.000
40,1,170,16529165,e20051397201015618904e5d,2,6,0.500
50,0,0,0,e20051397201015618904e5d,5,6,0.000
60,1,105,5519885,e20051397201015618904e5d,1,6,1.000
70,1,120,10761485,e20051397201015618904e5d,1,6,1.000
80,1,118,16529165,e20051397201015618904e5d,1,6,1.000
90,1,128,11287565,e20051397201015618904e5d,1,6,1.000
100,1,96,5519885,e20051397201015618904e5d,2,6,0.500
110,0,0,0,e20051397201015618904e5d,5,6,0.000
120,1,38,16529165,e20051397201015618904e5d,3,6,0.333
130,1,22,11287565,e20051397201015618904e5d,1,6,1.000
140,1,69,5519885,e20051397201015618904e5d,1,6,1.000
150,0,0,0,e20051397201015618904e5d,5,6,0.000
160,0,0,0,e20051397201015618904e5d,5,6,0.000
170,0,0,0,e20051397201015618904e5d,5,6,0.000
180,0,0,0,e20051397201015618904e5d,5,6,0.000
190,0,0,0,e20051397201015618904e5d,5,6,0.000
200,0,0,0,e20051397201015618904e5d,5,6,0.000
10,1,253,5519885,e20051397201015618904e5d,1,7,1.000
20,1,234,10761485,e20051397201015618904e5d,1,7,1.000
30,1,208,16529165,e20051397201015618904e5d,1,7,1.000
40,1,184,11287565,e20051397201015618904e5d,2,7,0.500
50,0,0,0,e20051397201015618904e5d,5,7,0.000
60,1,59,10761485,e20051397201015618904e5d,1,7,1.000
70,1,104,16529165,e20051397201015618904e5d,1,7,1.000
80,1,130,11287565,e20051397201015618904e5d,1,7,1.000
90,1,21,5519885,e20051397201015618904e5d,1,7,1.000
100,1,39,10761485,e20051397201015618904e5d,1,7,1.000
110,0,0,0,e20051397201015618904e5d,5,7,0.000
120,1,22,11287565,e20051397201015618904e5d,2,7,0.500
130,1,80,5519885,e20051397201015618904e5d,1,7,1.000
140,0,0,0,e20051397201015618904e5d,5,7,0.000
150,1,82,16529165,e20051397201015618904e5d,3,7,0.333
160,1,96,11287565,e20051397201015618904e5d,4,7,0.250
170,0,0,0,e20051397201015618904e5d,5,7,0.000
180,0,0,0,e20051397201015618904e5d,5,7,0.000
190,0,0,0,e20051397201015618904e5d,5,7,0.000
200,0,0,0,e20051397201015618904e5d,5,7,0.000
10,1,238,10761485,e20051397201015618904e5d,1,8,1.000
20,1,224,16529165,e20051397201015618904e5d,1,8,1.000
30,1,208,11287565,e20051397201015618904e5d,3,8,0.333
40,0,0,0,e20051397201015618904e5d,5,8,0.000
50,1,105,10761485,e20051397201015618904e5d,3,8,0.333
60,1,41,16529165,e20051397201015618904e5d,1,8,1.000
70,1,118,11287565,e20051397201015618904e5d,1,8,1.000
80,1,114,5519885,e20051397201015618904e5d,1,8,1.000
90,1,130,10761485,e20051397201015618904e5d,1,8,1.000
100,1,130,16529165,e20051397201015618904e5d,1,8,1.000
110,1,83,11287565,e20051397201015618904e5d,3,8,0.333
120,0,0,0,e20051397201015618904e5d,5,8,0.000
130,1,6,10761485,e20051397201015618904e5d,1,8,1.000
140,1,53,16529165,e20051397201015618904e5d,3,8,0.333
150,1,99,11287565,e20051397201015618904e5d,3,8,0.333
160,1,80,5519885,e20051397201015618904e5d,5,8,0.200
170,1,82,10761485,e20051397201015618904e5d,5,8,0.200
180,0,0,0,e20051397201015618904e5d,5,8,0.000
190,0,0,0,e20051397201015618904e5d,5,8,0.000
200,0,0,0,e20051397201015618904e5d,5,8,0.000
10,1,222,16529165,e20051397201015618904e5d,1,9,1.000
20,1,237,11287565,e20051397201015618904e5d,1,9,1.000
30,1,214,5519885,e20051397201015618904e5d,1,9,1.000
40,1,185,10761485,e20051397201015618904e5d,1,9,1.000
50,1,169,16529165,e20051397201015618904e5d,1,9,1.000
60,1,58,11287565,e20051397201015618904e5d,1,9,1.000
70,1,25,5519885,e20051397201015618904e5d,1,9,1.000
80,1,88,10761485,e20051397201015618904e5d,1,9,1.000
90,1,98,16529165,e20051397201015618904e5d,1,9,1.000
100,1,98,11287565,e20051397201015618904e5d,1,9,1.000
110,1,85,5519885,e20051397201015618904e5d,1,9,1.000
120,1,70,10761485,e20051397201015618904e5d,1,9,1.000
130,1,6,16529165,e20051397201015618904e5d,1,9,1.000
140,0,0,0,e20051397201015618904e5d,5,9,0.000
150,1,86,5519885,e20051397201015618904e5d,2,9,0.500
160,0,0,0,e20051397201015618904e5d,5,9,0.000
170,0,0,0,e20051397201015618904e5d,5,9,0.000
180,0,0,0,e20051397201015618904e5d,5,9,0.000
190,0,0,0,e20051397201015618904e5d,5,9,0.000
200,0,0,0,e20051397201015618904e5d,5,9,0.000
10,1,235,11287565,e20051397201015618904e5d,1,10,1.000
20,1,230,5519885,e20051397201015618904e5d,1,10,1.000
30,1,201,10761485,e20051397201015618904e5d,1,10,1.000
40,1,171,16529165,e20051397201015618904e5d,1,10,1.000
50,1,91,11287565,e20051397201015618904e5d,1,10,1.000
60,1,106,5519885,e20051397201015618904e5d,1,10,1.000
70,1,89,10761485,e20051397201015618904e5d,1,10,1.000
80,1,104,16529165,e20051397201015618904e5d,1,10,1.000
90,1,114,11287565,e20051397201015618904e5d,1,10,1.000
100,1,102,5519885,e20051397201015618904e5d,1,10,1.000
110,1,22,10761485,e20051397201015618904e5d,1,10,1.000
120,1,70,16529165,e20051397201015618904e5d,1,10,1.000
130,1,37,11287565,e20051397201015618904e5d,1,10,1.000
140,1,69,5519885,e20051397201015618904e5d,2,10,0.500
150,0,0,0,e20051397201015618904e5d,5,10,0.000
160,1,81,16529165,e20051397201015618904e5d,4,10,0.250
170,0,0,0,e20051397201015618904e5d,5,10,0.000
180,0,0,0,e20051397201015618904e5d,5,10,0.000
190,0,0,0,e20051397201015618904e5d,5,10,0.000
200,0,0,0,e20051397201015618904e5d,5,10,0.000
10,1,230,5519885,e20051397201015318904e69,1,1,1.000
20,1,225,10761485,e20051397201015318904e69,1,1,1.000
30,1,200,16529165,e20051397201015318904e69,1,1,1.000
40,1,107,11287565,e20051397201015318904e69,1,1,1.000
50,1,106,5519885,e20051397201015318904e69,1,1,1.000
60,1,104,10761485,e20051397201015318904e69,1,1,1.000
70,1,120,16529165,e20051397201015318904e69,1,1,1.000
80,1,128,11287565,e20051397201015318904e69,1,1,1.000
90,1,133,5519885,e20051397201015318904e69,1,1,1.000
100,1,96,10761485,e20051397201015318904e69,1,1,1.000
110,1,99,16529165,e20051397201015318904e69,1,1,1.000
120,1,67,11287565,e20051397201015318904e69,1,1,1.000
130,1,52,5519885,e20051397201015318904e69,1,1,1.000
140,1,22,10761485,e20051397201015318904e69,1,1,1.000
150,1,22,16529165,e20051397201015318904e69,1,1,1.000
160,0,0,0,e20051397201015318904e69,5,1,0.000
170,1,82,5519885,e20051397201015318904e69,4,1,0.250
180,0,0,0,e20051397201015318904e69,5,1,0.000
190,1,80,16529165,e20051397201015318904e69,5,1,0.200
200,0,0,0,e20051397201015318904e69,5,1,0.000
10,1,234,5519885,e20051397201015318904e69,1,2,1.000
20,1,208,10761485,e20051397201015318904e69,1,2,1.000
30,1,192,16529165,e20051397201015318904e69,1,2,1.000
40,1,136,11287565,e20051397201015318904e69,1,2,1.000
50,1,73,5519885,e20051397201015318904e69,1,2,1.000
60,1,25,10761485,e20051397201015318904e69,1,2,1.000
70,1,103,16529165,e20051397201015318904e69,1,2,1.000
80,1,99,11287565,e20051397201015318904e69,1,2,1.000
90,1,96,5519885,e20051397201015318904e69,1,2,1.000
100,1,112,10761485,e20051397201015318904e69,1,2,1.000
110,1,102,16529165,e20051397201015318904e69,1,2,1.000
120,1,55,11287565,e20051397201015318904e69,1,2,1.000
130,1,39,5519885,e20051397201015318904e69,1,2,1.000
140,0,0,0,e20051397201015318904e69,5,2,0.000
150,0,0,0,e20051397201015318904e69,5,2,0.000
160,0,0,0,e20051397201015318904e69,5,2,0.000
170,0,0,0,e20051397201015318904e69,5,2,0.000
180,0,0,0,e20051397201015318904e69,5,2,0.000
190,0,0,0,e20051397201015318904e69,5,2,0.000
200,0,0,0,e20051397201015318904e69,5,2,0.000
10,1,235,16529165,e20051397201015318904e69,1,3,1.000
20,1,218,11287565,e20051397201015318904e69,1,3,1.000
30,1,200,5519885,e20051397201015318904e69,1,3,1.000
40,1,169,10761485,e20051397201015318904e69,1,3,1.000
50,1,105,16529165,e20051397201015318904e69,1,3,1.000
60,1,41,11287565,e20051397201015318904e69,1,3,1.000
70,1,136,5519885,e20051397201015318904e69,1,3,1.000
80,1,119,10761485,e20051397201015318904e69,1,3,1.000
90,1,116,16529165,e20051397201015318904e69,1,3,1.000
100,1,100,11287565,e20051397201015318904e69,1,3,1.000
110,0,0,0,e20051397201015318904e69,5,3,0.000
120,1,22,10761485,e20051397201015318904e69,1,3,1.000
130,1,38,16529165,e20051397201015318904e69,1,3,1.000
140,1,101,11287565,e20051397201015318904e69,2,3,0.500
150,0,0,0,e20051397201015318904e69,5,3,0.000
160,0,0,0,e20051397201015318904e69,5,3,0.000
170,0,0,0,e20051397201015318904e69,5,3,0.000
180,0,0,0,e20051397201015318904e69,5,3,0.000
190,0,0,0,e20051397201015318904e69,5,3,0.000
200,0,0,0,e20051397201015318904e69,5,3,0.000
10,1,237,11287565,e20051397201015318904e69,1,4,1.000
20,1,236,5519885,e20051397201015318904e69,1,4,1.000
30,1,202,10761485,e20051397201015318904e69,1,4,1.000
40,1,154,16529165,e20051397201015318904e69,1,4,1.000
50,1,138,11287565,e20051397201015318904e69,1,4,1.000
60,1,74,5519885,e20051397201015318904e69,1,4,1.000
70,1,41,10761485,e20051397201015318904e69,1,4,1.000
80,1,104,16529165,e20051397201015318904e69,1,4,1.000
90,1,135,11287565,e20051397201015318904e69,1,4,1.000
100,1,119,5519885,e20051397201015318904e69,1,4,1.000
110,1,101,10761485,e20051397201015318904e69,2,4,0.500
120,1,82,16529165,e20051397201015318904e69,1,4,1.000
130,0,0,0,e20051397201015318904e69,5,4,0.000
140,1,101,5519885,e20051397201015318904e69,3,4,0.333
150,1,21,10761485,e20051397201015318904e69,3,4,0.333
160,0,0,0,e20051397201015318904e69,5,4,0.000
170,0,0,0,e20051397201015318904e69,5,4,0.000
180,0,0,0,e20051397201015318904e69,5,4,0.000
190,0,0,0,e20051397201015318904e69,5,4,0.000
200,0,0,0,e20051397201015318904e69,5,4,0.000
10,1,222,10761485,e20051397201015318904e69,1,5,1.000
20,1,219,16529165,e20051397201015318904e69,1,5,1.000
30,1,192,11287565,e20051397201015318904e69,1,5,1.000
40,1,185,5519885,e20051397201015318904e69,1,5,1.000
50,1,138,10761485,e20051397201015318904e69,1,5,1.000
60,1,25,16529165,e20051397201015318904e69,1,5,1.000
70,1,132,11287565,e20051397201015318904e69,1,5,1.000
80,1,112,5519885,e20051397201015318904e69,1,5,1.000
90,1,96,10761485,e20051397201015318904e69,1,5,1.000
100,1,97,16529165,e20051397201015318904e69,1,5,1.000
110,0,0,0,e20051397201015318904e69,5,5,0.000
120,1,21,5519885,e20051397201015318904e69,1,5,1.000
130,0,0,0,e20051397201015318904e69,5,5,0.000
140,0,0,0,e20051397201015318904e69,5,5,0.000
150,0,0,0,e20051397201015318904e69,5,5,0.000
160,1,82,5519885,e20051397201015318904e69,4,5,0.250
170,0,0,0,e20051397201015318904e69,5,5,0.000
180,0,0,0,e20051397201015318904e69,5,5,0.000
190,0,0,0,e20051397201015318904e69,5,5,0.000
200,0,0,0,e20051397201015318904e69,5,5,0.000
10,1,235,11287565,e20051397201015318904e69,1,6,1.000
20,1,216,5519885,e20051397201015318904e69,1,6,1.000
30,1,187,10761485,e20051397201015318904e69,1,6,1.000
40,1,11,16529165,e20051397201015318904e69,1,6,1.000
50,1,10,11287565,e20051397201015318904e69,1,6,1.000
60,1,136,5519885,e20051397201015318904e69,1,6,1.000
70,1,128,10761485,e20051397201015318904e69,1,6,1.000
80,1,128,16529165,e20051397201015318904e69,1,6,1.000
90,1,131,11287565,e20051397201015318904e69,1,6,1.000
100,1,23,5519885,e20051397201015318904e69,1,6,1.000
110,1,7,10761485,e20051397201015318904e69,1,6,1.000
120,1,71,16529165,e20051397201015318904e69,2,6,0.500
130,0,0,0,e20051397201015318904e69,5,6,0.000
140,1,98,5519885,e20051397201015318904e69,2,6,0.500
150,0,0,0,e20051397201015318904e69,5,6,0.000
160,0,0,0,e20051397201015318904e69,5,6,0.000
170,0,0,0,e20051397201015318904e69,5,6,0.000
180,0,0,0,e20051397201015318904e69,5,6,0.000
190,0,0,0,e20051397201015318904e69,5,6,0.000
200,0,0,0,e20051397201015318904e69,5,6,0.000
10,1,236,5519885,e20051397201015318904e69,1,7,1.000
20,1,235,10761485,e20051397201015318904e69,1,7,1.000
30,1,211,16529165,e20051397201015318904e69,1,7,1.000
40,1,195,11287565,e20051397201015318904e69,1,7,1.000
50,1,153,5519885,e20051397201015318904e69,1,7,1.000
60,1,104,10761485,e20051397201015318904e69,1,7,1.000
70,1,88,16529165,e20051397201015318904e69,1,7,1.000
80,1,54,11287565,e20051397201015318904e69,1,7,1.000
90,1,83,5519885,e20051397201015318904e69,1,7,1.000
100,1,96,10761485,e20051397201015318904e69,1,7,1.000
110,1,98,16529165,e20051397201015318904e69,1,7,1.000
120,1,98,11287565,e20051397201015318904e69,1,7,1.000
130,0,0,0,e20051397201015318904e69,5,7,0.000
140,0,0,0,e20051397201015318904e69,5,7,0.000
150,0,0,0,e20051397201015318904e69,5,7,0.000
160,0,0,0,e20051397201015318904e69,5,7,0.000
170,0,0,0,e20051397201015318904e69,5,7,0.000
180,0,0,0,e20051397201015318904e69,5,7,0.000
190,0,0,0,e20051397201015318904e69,5,7,0.000
200,0,0,0,e20051397201015318904e69,5,7,0.000
10,1,79,10761485,e20051397201015318904e69,1,8,1.000
20,1,215,16529165,e20051397201015318904e69,1,8,1.000
30,1,176,11287565,e20051397201015318904e69,1,8,1.000
40,1,151,5519885,e20051397201015318904e69,1,8,1.000
50,1,136,10761485,e20051397201015318904e69,1,8,1.000
60,1,121,16529165,e20051397201015318904e69,1,8,1.000
70,1,72,11287565,e20051397201015318904e69,1,8,1.000
80,1,7,5519885,e20051397201015318904e69,1,8,1.000
90,1,71,10761485,e20051397201015318904e69,1,8,1.000
100,0,0,0,e20051397201015318904e69,5,8,0.000
110,0,0,0,e20051397201015318904e69,5,8,0.000
120,0,0,0,e20051397201015318904e69,5,8,0.000
130,0,0,0,e20051397201015318904e69,5,8,0.000
140,0,0,0,e20051397201015318904e69,5,8,0.000
150,0,0,0,e20051397201015318904e69,5,8,0.000
160,0,0,0,e20051397201015318904e69,5,8,0.000
170,0,0,0,e20051397201015318904e69,5,8,0.000
180,0,0,0,e20051397201015318904e69,5,8,0.000
190,0,0,0,e20051397201015318904e69,5,8,0.000
200,0,0,0,e20051397201015318904e69,5,8,0.000
10,1,222,16529165,e20051397201015318904e69,1,9,1.000
20,1,205,11287565,e20051397201015318904e69,1,9,1.000
30,1,217,5519885,e20051397201015318904e69,1,9,1.000
40,1,168,10761485,e20051397201015318904e69,1,9,1.000
50,1,137,16529165,e20051397201015318904e69,1,9,1.000
60,1,41,11287565,e20051397201015318904e69,1,9,1.000
70,1,72,5519885,e20051397201015318904e69,1,9,1.000
80,1,136,10761485,e20051397201015318904e69,1,9,1.000
90,1,119,16529165,e20051397201015318904e69,1,9,1.000
100,1,113,11287565,e20051397201015318904e69,1,9,1.000
