DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,N,READ,READ_RATE
30,1,195,11287565,e20051397201015618904e5d,4,5,1.00
40,1,139,5519885,e20051397201015618904e5d,4,5,1.00
50,1,91,10761485,e20051397201015618904e5d,4,5,1.00
60,1,73,16529165,e20051397201015618904e5d,4,5,1.00
70,1,120,11287565,e20051397201015618904e5d,4,5,1.00
80,1,112,5519885,e20051397201015618904e5d,4,5,1.00
90,1,112,10761485,e20051397201015618904e5d,4,5,1.00
100,0,0,0,e20051397201015618904e5d,4,0,0.00
110,0,0,0,e20051397201015618904e5d,4,0,0.00
120,0,0,0,e20051397201015618904e5d,4,0,0.00
130,1,37,10761485,e20051397201015618904e5d,4,3,0.60
140,1,54,16529165,e20051397201015618904e5d,4,4,0.80
150,1,69,11287565,e20051397201015618904e5d,4,3,0.60
160,0,0,0,e20051397201015618904e5d,4,0,0.00
170,0,0,0,e20051397201015618904e5d,4,0,0.00
180,0,0,0,e20051397201015618904e5d,4,0,0.00
190,0,0,0,e20051397201015618904e5d,4,0,0.00
200,0,0,0,e20051397201015618904e5d,4,0,0.00
210,0,0,0,e20051397201015618904e5d,4,0,0.00
220,0,0,0,e20051397201015618904e5d,4,0,0.00
230,0,0,0,e20051397201015618904e5d,4,0,0.00
240,0,0,0,e20051397201015618904e5d,4,0,0.00
250,0,0,0,e20051397201015618904e5d,4,0,0.00
260,0,0,0,e20051397201015618904e5d,4,0,0.00
270,0,0,0,e20051397201015618904e5d,4,0,0.00
280,0,0,0,e20051397201015618904e5d,4,0,0.00
290,0,0,0,e20051397201015618904e5d,4,0,0.00
300,0,0,0,e20051397201015618904e5d,4,0,0.00
10,1,251,16529165,e20051397201015618904e5d,5,5,1.00
20,1,235,11287565,e20051397201015618904e5d,5,5,1.00
30,1,192,5519885,e20051397201015618904e5d,5,5,1.00
40,0,0,0,e20051397201015618904e5d,5,0,0.00
50,1,90,16529165,e20051397201015618904e5d,5,5,1.00
60,1,90,11287565,e20051397201015618904e5d,5,5,1.00
70,1,41,5519885,e20051397201015618904e5d,5,5,1.00
80,1,88,10761485,e20051397201015618904e5d,5,5,1.00
90,1,100,16529165,e20051397201015618904e5d,5,5,1.00
100,1,85,11287565,e20051397201015618904e5d,5,5,1.00
110,1,96,5519885,e20051397201015618904e5d,5,5,1.00
120,0,0,0,e20051397201015618904e5d,5,0,0.00
130,1,5,16529165,e20051397201015618904e5d,5,4,0.80
140,1,22,11287565,e20051397201015618904e5d,5,5,1.00
150,0,0,0,e20051397201015618904e5d,5,0,0.00
160,0,0,0,e20051397201015618904e5d,5,0,0.00
170,0,0,0,e20051397201015618904e5d,5,0,0.00
180,0,0,0,e20051397201015618904e5d,5,0,0.00
190,0,0,0,e20051397201015618904e5d,5,0,0.00
200,0,0,0,e20051397201015618904e5d,5,0,0.00
210,0,0,0,e20051397201015618904e5d,5,0,0.00
220,0,0,0,e20051397201015618904e5d,5,0,0.00
230,0,0,0,e20051397201015618904e5d,5,0,0.00
240,0,0,0,e20051397201015618904e5d,5,0,0.00
250,0,0,0,e20051397201015618904e5d,5,0,0.00
260,0,0,0,e20051397201015618904e5d,5,0,0.00
270,0,0,0,e20051397201015618904e5d,5,0,0.00
280,0,0,0,e20051397201015618904e5d,5,0,0.00
290,0,0,0,e20051397201015618904e5d,5,0,0.00
300,0,0,0,e20051397201015618904e5d,5,0,0.00
10,1,236,11287565,e20051397201015618904e5d,6,5,1.00
20,1,236,5519885,e20051397201015618904e5d,6,5,1.00
30,1,216,10761485,e20051397201015618904e5d,6,5,1.00
40,1,170,16529165,e20051397201015618904e5d,6,4,0.80
50,0,0,0,e20051397201015618904e5d,6,0,0.00
60,1,105,5519885,e20051397201015618904e5d,6,5,1.00
70,1,120,10761485,e20051397201015618904e5d,6,5,1.00
80,1,118,16529165,e20051397201015618904e5d,6,5,1.00
90,1,128,11287565,e20051397201015618904e5d,6,5,1.00
100,1,96,5519885,e20051397201015618904e5d,6,4,0.80
110,0,0,0,e20051397201015618904e5d,6,0,0.00
120,1,38,16529165,e20051397201015618904e5d,6,3,0.60
130,1,22,11287565,e20051397201015618904e5d,6,5,1.00
140,1,69,5519885,e20051397201015618904e5d,6,5,1.00
150,0,0,0,e20051397201015618904e5d,6,0,0.00
160,0,0,0,e20051397201015618904e5d,6,0,0.00
170,0,0,0,e20051397201015618904e5d,6,0,0.00
180,0,0,0,e20051397201015618904e5d,6,0,0.00
190,0,0,0,e20051397201015618904e5d,6,0,0.00
200,0,0,0,e20051397201015618904e5d,6,0,0.00
210,0,0,0,e20051397201015618904e5d,6,0,0.00
220,0,0,0,e20051397201015618904e5d,6,0,0.00
230,0,0,0,e20051397201015618904e5d,6,0,0.00
240,0,0,0,e20051397201015618904e5d,6,0,0.00
250,0,0,0,e20051397201015618904e5d,6,0,0.00
260,0,0,0,e20051397201015618904e5d,6,0,0.00
270,0,0,0,e20051397201015618904e5d,6,0,0.00
280,0,0,0,e20051397201015618904e5d,6,0,0.00
290,0,0,0,e20051397201015618904e5d,6,0,0.00
300,0,0,0,e20051397201015618904e5d,6,0,0.00
10,1,253,5519885,e20051397201015618904e5d,7,5,1.00
20,1,234,10761485,e20051397201015618904e5d,7,5,1.00
30,1,208,16529165,e20051397201015618904e5d,7,5,1.00
40,1,184,11287565,e20051397201015618904e5d,7,4,0.80
50,0,0,0,e20051397201015618904e5d,7,0,0.00
60,1,59,10761485,e20051397201015618904e5d,7,5,1.00
70,1,104,16529165,e20051397201015618904e5d,7,5,1.00
80,1,130,11287565,e20051397201015618904e5d,7,5,1.00
90,1,21,5519885,e20051397201015618904e5d,7,5,1.00
100,1,39,10761485,e20051397201015618904e5d,7,5,1.00
110,0,0,0,e20051397201015618904e5d,7,0,0.00
120,1,22,11287565,e20051397201015618904e5d,7,4,0.80
130,1,80,5519885,e20051397201015618904e5d,7,5,1.00
140,0,0,0,e20051397201015618904e5d,7,0,0.00
150,1,82,16529165,e20051397201015618904e5d,7,3,0.60
160,1,96,11287565,e20051397201015618904e5d,7,2,0.40
170,0,0,0,e20051397201015618904e5d,7,0,0.00
180,0,0,0,e20051397201015618904e5d,7,0,0.00
190,0,0,0,e20051397201015618904e5d,7,0,0.00
200,0,0,0,e20051397201015618904e5d,7,0,0.00
210,0,0,0,e20051397201015618904e5d,7,0,0.00
220,0,0,0,e20051397201015618904e5d,7,0,0.00
230,0,0,0,e20051397201015618904e5d,7,0,0.00
240,0,0,0,e20051397201015618904e5d,7,0,0.00
250,0,0,0,e20051397201015618904e5d,7,0,0.00
260,0,0,0,e20051397201015618904e5d,7,0,0.00
270,0,0,0,e20051397201015618904e5d,7,0,0.00
280,0,0,0,e20051397201015618904e5d,7,0,0.00
290,0,0,0,e20051397201015618904e5d,7,0,0.00
300,0,0,0,e20051397201015618904e5d,7,0,0.00
10,1,238,10761485,e20051397201015618904e5d,8,5,1.00
20,1,224,16529165,e20051397201015618904e5d,8,5,1.00
30,1,208,11287565,e20051397201015618904e5d,8,3,0.60
40,0,0,0,e20051397201015618904e5d,8,0,0.00
50,1,105,10761485,e20051397201015618904e5d,8,3,0.60
60,1,41,16529165,e20051397201015618904e5d,8,5,1.00
70,1,118,11287565,e20051397201015618904e5d,8,5,1.00
80,1,114,5519885,e20051397201015618904e5d,8,5,1.00
90,1,130,10761485,e20051397201015618904e5d,8,5,1.00
100,1,130,16529165,e20051397201015618904e5d,8,5,1.00
110,1,83,11287565,e20051397201015618904e5d,8,3,0.60
120,0,0,0,e20051397201015618904e5d,8,0,0.00
130,1,6,10761485,e20051397201015618904e5d,8,5,1.00
140,1,53,16529165,e20051397201015618904e5d,8,3,0.60
150,1,99,11287565,e20051397201015618904e5d,8,3,0.60
160,1,80,5519885,e20051397201015618904e5d,8,1,0.20
170,1,82,10761485,e20051397201015618904e5d,8,1,0.20
180,0,0,0,e20051397201015618904e5d,8,0,0.00
190,0,0,0,e20051397201015618904e5d,8,0,0.00
200,0,0,0,e20051397201015618904e5d,8,0,0.00
210,0,0,0,e20051397201015618904e5d,8,0,0.00
220,0,0,0,e20051397201015618904e5d,8,0,0.00
230,0,0,0,e20051397201015618904e5d,8,0,0.00
240,0,0,0,e20051397201015618904e5d,8,0,0.00
250,0,0,0,e20051397201015618904e5d,8,0,0.00
260,0,0,0,e20051397201015618904e5d,8,0,0.00
270,0,0,0,e20051397201015618904e5d,8,0,0.00
280,0,0,0,e20051397201015618904e5d,8,0,0.00
290,0,0,0,e20051397201015618904e5d,8,0,0.00
300,0,0,0,e20051397201015618904e5d,8,0,0.00
10,1,222,16529165,e20051397201015618904e5d,9,5,1.00
20,1,237,11287565,e20051397201015618904e5d,9,5,1.00
30,1,214,5519885,e20051397201015618904e5d,9,5,1.00
40,1,185,10761485,e20051397201015618904e5d,9,5,1.00
50,1,169,16529165,e20051397201015618904e5d,9,5,1.00
60,1,58,11287565,e20051397201015618904e5d,9,5,1.00
70,1,25,5519885,e20051397201015618904e5d,9,5,1.00
80,1,88,10761485,e20051397201015618904e5d,9,5,1.00
90,1,98,16529165,e20051397201015618904e5d,9,5,1.00
100,1,98,11287565,e20051397201015618904e5d,9,5,1.00
110,1,85,5519885,e20051397201015618904e5d,9,5,1.00
120,1,70,10761485,e20051397201015618904e5d,9,5,1.00
130,1,6,16529165,e20051397201015618904e5d,9,5,1.00
140,0,0,0,e20051397201015618904e5d,9,0,0.00
150,1,86,5519885,e20051397201015618904e5d,9,4,0.80
160,0,0,0,e20051397201015618904e5d,9,0,0.00
170,0,0,0,e20051397201015618904e5d,9,0,0.00
180,0,0,0,e20051397201015618904e5d,9,0,0.00
190,0,0,0,e20051397201015618904e5d,9,0,0.00
200,0,0,0,e20051397201015618904e5d,9,0,0.00
210,0,0,0,e20051397201015618904e5d,9,0,0.00
220,0,0,0,e20051397201015618904e5d,9,0,0.00
230,0,0,0,e20051397201015618904e5d,9,0,0.00
240,0,0,0,e20051397201015618904e5d,9,0,0.00
250,0,0,0,e20051397201015618904e5d,9,0,0.00
260,0,0,0,e20051397201015618904e5d,9,0,0.00
270,0,0,0,e20051397201015618904e5d,9,0,0.00
280,0,0,0,e20051397201015618904e5d,9,0,0.00
290,0,0,0,e20051397201015618904e5d,9,0,0.00
300,0,0,0,e20051397201015618904e5d,9,0,0.00
10,1,235,11287565,e20051397201015618904e5d,10,5,1.00
20,1,230,5519885,e20051397201015618904e5d,10,5,1.00
30,1,201,10761485,e20051397201015618904e5d,10,5,1.00
40,1,171,16529165,e20051397201015618904e5d,10,5,1.00
50,1,91,11287565,e20051397201015618904e5d,10,5,1.00
60,1,106,5519885,e20051397201015618904e5d,10,5,1.00
70,1,89,10761485,e20051397201015618904e5d,10,5,1.00
80,1,104,16529165,e20051397201015618904e5d,10,5,1.00
90,1,114,11287565,e20051397201015618904e5d,10,5,1.00
100,1,102,5519885,e20051397201015618904e5d,10,5,1.00
110,1,22,10761485,e20051397201015618904e5d,10,5,1.00
120,1,70,16529165,e20051397201015618904e5d,10,5,1.00
130,1,37,11287565,e20051397201015618904e5d,10,5,1.00
140,1,69,5519885,e20051397201015618904e5d,10,4,0.80
150,0,0,0,e20051397201015618904e5d,10,0,0.00
160,1,81,16529165,e20051397201015618904e5d,10,2,0.40
170,0,0,0,e20051397201015618904e5d,10,0,0.00
180,0,0,0,e20051397201015618904e5d,10,0,0.00
190,0,0,0,e20051397201015618904e5d,10,0,0.00
200,0,0,0,e20051397201015618904e5d,10,0,0.00
210,0,0,0,e20051397201015618904e5d,10,0,0.00
220,0,0,0,e20051397201015618904e5d,10,0,0.00
230,0,0,0,e20051397201015618904e5d,10,0,0.00
240,0,0,0,e20051397201015618904e5d,10,0,0.00
250,0,0,0,e20051397201015618904e5d,10,0,0.00
260,0,0,0,e20051397201015618904e5d,10,0,0.00
270,0,0,0,e20051397201015618904e5d,10,0,0.00
280,0,0,0,e20051397201015618904e5d,10,0,0.00
290,0,0,0,e20051397201015618904e5d,10,0,0.00
300,0,0,0,e20051397201015618904e5d,10,0,0.00
10,1,230,5519885,e20051397201015318904e69,1,5,1.00
20,1,225,10761485,e20051397201015318904e69,1,5,1.00
30,1,200,16529165,e20051397201015318904e69,1,5,1.00
40,1,107,11287565,e20051397201015318904e69,1,5,1.00
50,1,106,5519885,e20051397201015318904e69,1,5,1.00
60,1,104,10761485,e20051397201015318904e69,1,5,1.00
70,1,120,16529165,e20051397201015318904e69,1,5,1.00
80,1,128,11287565,e20051397201015318904e69,1,5,1.00
90,1,133,5519885,e20051397201015318904e69,1,5,1.00
100,1,96,10761485,e20051397201015318904e69,1,5,1.00
110,1,99,16529165,e20051397201015318904e69,1,5,1.00
120,1,67,11287565,e20051397201015318904e69,1,5,1.00
130,1,52,5519885,e20051397201015318904e69,1,5,1.00
140,1,22,10761485,e20051397201015318904e69,1,5,1.00
150,1,22,16529165,e20051397201015318904e69,1,5,1.00
160,0,0,0,e20051397201015318904e69,1,0,0.00
170,1,82,5519885,e20051397201015318904e69,1,2,0.40
180,0,0,0,e20051397201015318904e69,1,0,0.00
190,1,80,16529165,e20051397201015318904e69,1,1,0.20
200,0,0,0,e20051397201015318904e69,1,0,0.00
210,0,0,0,e20051397201015318904e69,1,0,0.00
220,0,0,0,e20051397201015318904e69,1,0,0.00
230,0,0,0,e20051397201015318904e69,1,0,0.00
240,0,0,0,e20051397201015318904e69,1,0,0.00
250,0,0,0,e20051397201015318904e69,1,0,0.00
260,0,0,0,e20051397201015318904e69,1,0,0.00
270,0,0,0,e20051397201015318904e69,1,0,0.00
280,0,0,0,e20051397201015318904e69,1,0,0.00
290,0,0,0,e20051397201015318904e69,1,0,0.00
300,0,0,0,e20051397201015318904e69,1,0,0.00
10,1,234,5519885,e20051397201015318904e69,2,5,1.00
20,1,208,10761485,e20051397201015318904e69,2,5,1.00
30,1,192,16529165,e20051397201015318904e69,2,5,1.00
40,1,136,11287565,e20051397201015318904e69,2,5,1.00
50,1,73,5519885,e20051397201015318904e69,2,5,1.00
60,1,25,10761485,e20051397201015318904e69,2,5,1.00
70,1,103,16529165,e20051397201015318904e69,2,5,1.00
80,1,99,11287565,e20051397201015318904e69,2,5,1.00
90,1,96,5519885,e20051397201015318904e69,2,5,1.00
100,1,112,10761485,e20051397201015318904e69,2,5,1.00
110,1,102,16529165,e20051397201015318904e69,2,5,1.00
120,1,55,11287565,e20051397201015318904e69,2,5,1.00
130,1,39,5519885,e20051397201015318904e69,2,5,1.00
140,0,0,0,e20051397201015318904e69,2,0,0.00
150,0,0,0,e20051397201015318904e69,2,0,0.00
160,0,0,0,e20051397201015318904e69,2,0,0.00
170,0,0,0,e20051397201015318904e69,2,0,0.00
180,0,0,0,e20051397201015318904e69,2,0,0.00
190,0,0,0,e20051397201015318904e69,2,0,0.00
200,0,0,0,e20051397201015318904e69,2,0,0.00
210,0,0,0,e20051397201015318904e69,2,0,0.00
220,0,0,0,e20051397201015318904e69,2,0,0.00
230,0,0,0,e20051397201015318904e69,2,0,0.00
240,0,0,0,e20051397201015318904e69,2,0,0.00
250,0,0,0,e20051397201015318904e69,2,0,0.00
260,0,0,0,e20051397201015318904e69,2,0,0.00
270,0,0,0,e20051397201015318904e69,2,0,0.00
280,0,0,0,e20051397201015318904e69,2,0,0.00
290,0,0,0,e20051397201015318904e69,2,0,0.00
300,0,0,0,e20051397201015318904e69,2,0,0.00
10,1,235,16529165,e20051397201015318904e69,3,5,1.00
20,1,218,11287565,e20051397201015318904e69,3,5,1.00
30,1,200,5519885,e20051397201015318904e69,3,5,1.00
40,1,169,10761485,e20051397201015318904e69,3,5,1.00
50,1,105,16529165,e20051397201015318904e69,3,5,1.00
60,1,41,11287565,e20051397201015318904e69,3,5,1.00
70,1,136,5519885,e20051397201015318904e69,3,5,1.00
80,1,119,10761485,e20051397201015318904e69,3,5,1.00
90,1,116,16529165,e20051397201015318904e69,3,5,1.00
100,1,100,11287565,e20051397201015318904e69,3,5,1.00
110,0,0,0,e20051397201015318904e69,3,0,0.00
120,1,22,10761485,e20051397201015318904e69,3,5,1.00
130,1,38,16529165,e20051397201015318904e69,3,5,1.00
140,1,101,11287565,e20051397201015318904e69,3,4,0.80
150,0,0,0,e20051397201015318904e69,3,0,0.00
160,0,0,0,e20051397201015318904e69,3,0,0.00
170,0,0,0,e20051397201015318904e69,3,0,0.00
180,0,0,0,e20051397201015318904e69,3,0,0.00
190,0,0,0,e20051397201015318904e69,3,0,0.00
200,0,0,0,e20051397201015318904e69,3,0,0.00
210,0,0,0,e20051397201015318904e69,3,0,0.00
220,0,0,0,e20051397201015318904e69,3,0,0.00
230,0,0,0,e20051397201015318904e69,3,0,0.00
240,0,0,0,e20051397201015318904e69,3,0,0.00
250,0,0,0,e20051397201015318904e69,3,0,0.00
260,0,0,0,e20051397201015318904e69,3,0,0.00
270,0,0,0,e20051397201015318904e69,3,0,0.00
280,0,0,0,e20051397201015318904e69,3,0,0.00
290,0,0,0,e20051397201015318904e69,3,0,0.00
300,0,0,0,e20051397201015318904e69,3,0,0.00
10,1,237,11287565,e20051397201015318904e69,4,5,1.00
20,1,236,5519885,e20051397201015318904e69,4,5,1.00
30,1,202,10761485,e20051397201015318904e69,4,5,1.00
40,1,154,16529165,e20051397201015318904e69,4,5,1.00
50,1,138,11287565,e20051397201015318904e69,4,5,1.00
60,1,74,5519885,e20051397201015318904e69,4,5,1.00
70,1,41,10761485,e20051397201015318904e69,4,5,1.00
80,1,104,16529165,e20051397201015318904e69,4,5,1.00
90,1,135,11287565,e20051397201015318904e69,4,5,1.00
100,1,119,5519885,e20051397201015318904e69,4,5,1.00
110,1,101,10761485,e20051397201015318904e69,4,4,0.80
120,1,82,16529165,e20051397201015318904e69,4,5,1.00
130,0,0,0,e20051397201015318904e69,4,0,0.00
140,1,101,5519885,e20051397201015318904e69,4,3,0.60
150,1,21,10761485,e20051397201015318904e69,4,3,0.60
160,0,0,0,e20051397201015318904e69,4,0,0.00
170,0,0,0,e20051397201015318904e69,4,0,0.00
180,0,0,0,e20051397201015318904e69,4,0,0.00
190,0,0,0,e20051397201015318904e69,4,0,0.00
200,0,0,0,e20051397201015318904e69,4,0,0.00
210,0,0,0,e20051397201015318904e69,4,0,0.00
220,0,0,0,e20051397201015318904e69,4,0,0.00
230,0,0,0,e20051397201015318904e69,4,0,0.00
240,0,0,0,e20051397201015318904e69,4,0,0.00
250,0,0,0,e20051397201015318904e69,4,0,0.00
260,0,0,0,e20051397201015318904e69,4,0,0.00
270,0,0,0,e20051397201015318904e69,4,0,0.00
280,0,0,0,e20051397201015318904e69,4,0,0.00
290,0,0,0,e20051397201015318904e69,4,0,0.00
300,0,0,0,e20051397201015318904e69,4,0,0.00
10,1,222,10761485,e20051397201015318904e69,5,5,1.00
20,1,219,16529165,e20051397201015318904e69,5,5,1.00
30,1,192,11287565,e20051397201015318904e69,5,5,1.00
40,1,185,5519885,e20051397201015318904e69,5,5,1.00
50,1,138,10761485,e20051397201015318904e69,5,5,1.00
60,1,25,16529165,e20051397201015318904e69,5,5,1.00
70,1,132,11287565,e20051397201015318904e69,5,5,1.00
80,1,112,5519885,e20051397201015318904e69,5,5,1.00
90,1,96,10761485,e20051397201015318904e69,5,5,1.00
100,1,97,16529165,e20051397201015318904e69,5,5,1.00
110,0,0,0,e20051397201015318904e69,5,0,0.00
120,1,21,5519885,e20051397201015318904e69,5,5,1.00
130,0,0,0,e20051397201015318904e69,5,0,0.00
140,0,0,0,e20051397201015318904e69,5,0,0.00
150,0,0,0,e20051397201015318904e69,5,0,0.00
160,1,82,5519885,e20051397201015318904e69,5,2,0.40
170,0,0,0,e20051397201015318904e69,5,0,0.00
180,0,0,0,e20051397201015318904e69,5,0,0.00
190,0,0,0,e20051397201015318904e69,5,0,0.00
200,0,0,0,e20051397201015318904e69,5,0,0.00
210,0,0,0,e20051397201015318904e69,5,0,0.00
220,0,0,0,e20051397201015318904e69,5,0,0.00
230,0,0,0,e20051397201015318904e69,5,0,0.00
240,0,0,0,e20051397201015318904e69,5,0,0.00
250,0,0,0,e20051397201015318904e69,5,0,0.00
260,0,0,0,e20051397201015318904e69,5,0,0.00
270,0,0,0,e20051397201015318904e69,5,0,0.00
280,0,0,0,e20051397201015318904e69,5,0,0.00
290,0,0,0,e20051397201015318904e69,5,0,0.00
300,0,0,0,e20051397201015318904e69,5,0,0.00
10,1,235,11287565,e20051397201015318904e69,6,5,1.00
20,1,216,5519885,e20051397201015318904e69,6,5,1.00
30,1,187,10761485,e20051397201015318904e69,6,5,1.00
40,1,11,16529165,e20051397201015318904e69,6,5,1.00
50,1,10,11287565,e20051397201015318904e69,6,5,1.00
60,1,136,5519885,e20051397201015318904e69,6,5,1.00
70,1,128,10761485,e20051397201015318904e69,6,5,1.00
80,1,128,16529165,e20051397201015318904e69,6,5,1.00
90,1,131,11287565,e20051397201015318904e69,6,5,1.00
100,1,23,5519885,e20051397201015318904e69,6,5,1.00
110,1,7,10761485,e20051397201015318904e69,6,5,1.00
120,1,71,16529165,e20051397201015318904e69,6,4,0.80
130,0,0,0,e20051397201015318904e69,6,0,0.00
140,1,98,5519885,e20051397201015318904e69,6,4,0.80
150,0,0,0,e20051397201015318904e69,6,0,0.00
160,0,0,0,e20051397201015318904e69,6,0,0.00
170,0,0,0,e20051397201015318904e69,6,0,0.00
180,0,0,0,e20051397201015318904e69,6,0,0.00
190,0,0,0,e20051397201015318904e69,6,0,0.00
200,0,0,0,e20051397201015318904e69,6,0,0.00
210,0,0,0,e20051397201015318904e69,6,0,0.00
220,0,0,0,e20051397201015318904e69,6,0,0.00
230,0,0,0,e20051397201015318904e69,6,0,0.00
240,0,0,0,e20051397201015318904e69,6,0,0.00
250,0,0,0,e20051397201015318904e69,6,0,0.00
260,0,0,0,e20051397201015318904e69,6,0,0.00
270,0,0,0,e20051397201015318904e69,6,0,0.00
280,0,0,0,e20051397201015318904e69,6,0,0.00
290,0,0,0,e20051397201015318904e69,6,0,0.00
300,0,0,0,e20051397201015318904e69,6,0,0.00
10,1,236,5519885,e20051397201015318904e69,7,5,1.00
20,1,235,10761485,e20051397201015318904e69,7,5,1.00
30,1,211,16529165,e20051397201015318904e69,7,5,1.00
40,1,195,11287565,e20051397201015318904e69,7,5,1.00
50,1,153,5519885,e20051397201015318904e69,7,5,1.00
60,1,104,10761485,e20051397201015318904e69,7,5,1.00
70,1,88,16529165,e20051397201015318904e69,7,5,1.00
80,1,54,11287565,e20051397201015318904e69,7,5,1.00
90,1,83,5519885,e20051397201015318904e69,7,5,1.00
100,1,96,10761485,e20051397201015318904e69,7,5,1.00
110,1,98,16529165,e20051397201015318904e69,7,5,1.00
120,1,98,11287565,e20051397201015318904e69,7,5,1.00
130,0,0,0,e20051397201015318904e69,7,0,0.00
140,0,0,0,e20051397201015318904e69,7,0,0.00
150,0,0,0,e20051397201015318904e69,7,0,0.00
160,0,0,0,e20051397201015318904e69,7,0,0.00
170,0,0,0,e20051397201015318904e69,7,0,0.00
180,0,0,0,e20051397201015318904e69,7,0,0.00
190,0,0,0,e20051397201015318904e69,7,0,0.00
200,0,0,0,e20051397201015318904e69,7,0,0.00
210,0,0,0,e20051397201015318904e69,7,0,0.00
220,0,0,0,e20051397201015318904e69,7,0,0.00
230,0,0,0,e20051397201015318904e69,7,0,0.00
240,0,0,0,e20051397201015318904e69,7,0,0.00
250,0,0,0,e20051397201015318904e69,7,0,0.00
260,0,0,0,e20051397201015318904e69,7,0,0.00
270,0,0,0,e20051397201015318904e69,7,0,0.00
280,0,0,0,e20051397201015318904e69,7,0,0.00
290,0,0,0,e20051397201015318904e69,7,0,0.00
300,0,0,0,e20051397201015318904e69,7,0,0.00
10,1,79,10761485,e20051397201015318904e69,8,5,1.00
20,1,215,16529165,e20051397201015318904e69,8,5,1.00
30,1,176,11287565,e20051397201015318904e69,8,5,1.00
40,1,151,5519885,e20051397201015318904e69,8,5,1.00
50,1,136,10761485,e20051397201015318904e69,8,5,1.00
60,1,121,16529165,e20051397201015318904e69,8,5,1.00
70,1,72,11287565,e20051397201015318904e69,8,5,1.00
80,1,7,5519885,e20051397201015318904e69,8,5,1.00
90,1,71,10761485,e20051397201015318904e69,8,5,1.00
100,0,0,0,e20051397201015318904e69,8,0,0.00
110,0,0,0,e20051397201015318904e69,8,0,0.00
120,0,0,0,e20051397201015318904e69,8,0,0.00
130,0,0,0,e20051397201015318904e69,8,0,0.00
140,0,0,0,e20051397201015318904e69,8,0,0.00
150,0,0,0,e20051397201015318904e69,8,0,0.00
160,0,0,0,e20051397201015318904e69,8,0,0.00
170,0,0,0,e20051397201015318904e69,8,0,0.00
180,0,0,0,e20051397201015318904e69,8,0,0.00
190,0,0,0,e20051397201015318904e69,8,0,0.00
200,0,0,0,e20051397201015318904e69,8,0,0.00
210,0,0,0,e20051397201015318904e69,8,0,0.00
220,0,0,0,e20051397201015318904e69,8,0,0.00
230,0,0,0,e20051397201015318904e69,8,0,0.00
240,0,0,0,e20051397201015318904e69,8,0,0.00
250,0,0,0,e20051397201015318904e69,8,0,0.00
260,0,0,0,e20051397201015318904e69,8,0,0.00
270,0,0,0,e20051397201015318904e69,8,0,0.00
280,0,0,0,e20051397201015318904e69,8,0,0.00
290,0,0,0,e20051397201015318904e69,8,0,0.00
300,0,0,0,e20051397201015318904e69,8,0,0.00
10,1,222,16529165,e20051397201015318904e69,9,5,1.00
20,1,205,11287565,e20051397201015318904e69,9,5,1.00
30,1,217,5519885,e20051397201015318904e69,9,5,1.00
40,1,168,10761485,e20051397201015318904e69,9,5,1.00
50,1,137,16529165,e20051397201015318904e69,9,5,1.00
60,1,41,11287565,e20051397201015318904e69,9,5,1.00
70,1,72,5519885,e20051397201015318904e69,9,5,1.00
80,1,136,10761485,e20051397201015318904e69,9,5,1.00
90,1,119,16529165,e20051397201015318904e69,9,5,1.00
100,1,113,11287565,e20051397201015318904e69,9,5,1.00
110,0,0,0,e20051397201015318904e69,9,0,0.00
120,0,0,0,e20051397201015318904e69,9,0,0.00
130,0,0,0,e20051397201015318904e69,9,0,0.00
140,1,37,11287565,e20051397201015318904e69,9,1,0.20
150,0,0,0,e20051397201015318904e69,9,0,0.00
160,0,0,0,e20051397201015318904e69,9,0,0.00
170,0,0,0,e20051397201015318904e69,9,0,0.00
180,0,0,0,e20051397201015318904e69,9,0,0.00
190,0,0,0,e20051397201015318904e69,9,0,0.00
200,0,0,0,e20051397201015318904e69,9,0,0.00
210,0,0,0,e20051397201015318904e69,9,0,0.00
220,0,0,0,e20051397201015318904e69,9,0,0.00
230,0,0,0,e20051397201015318904e69,9,0,0.00
240,0,0,0,e20051397201015318904e69,9,0,0.00
250,0,0,0,e20051397201015318904e69,9,0,0.00
260,0,0,0,e20051397201015318904e69,9,0,0.00
270,0,0,0,e20051397201015318904e69,9,0,0.00
280,0,0,0,e20051397201015318904e69,9,0,0.00
290,0,0,0,e20051397201015318904e69,9,0,0.00
300,0,0,0,e20051397201015318904e69,9,0,0.00
10,1,222,11287565,e20051397201015318904e69,10,5,1.00
20,1,220,5519885,e20051397201015318904e69,10,5,1.00
30,1,203,10761485,e20051397201015318904e69,10,5,1.00
40,1,180,16529165,e20051397201015318904e69,10,5,1.00
50,1,137,11287565,e20051397201015318904e69,10,5,1.00
60,1,121,5519885,e20051397201015318904e69,10,5,1.00
70,1,55,10761485,e20051397201015318904e69,10,5,1.00
80,0,0,0,e20051397201015318904e69,10,0,0.00
90,1,96,11287565,e20051397201015318904e69,10,4,0.80
100,1,96,5519885,e20051397201015318904e69,10,4,0.80
110,1,65,10761485,e20051397201015318904e69,10,4,0.80
120,0,0,0,e20051397201015318904e69,10,0,0.00
130,0,0,0,e20051397201015318904e69,10,0,0.00
140,0,0,0,e20051397201015318904e69,10,0,0.00
150,0,0,0,e20051397201015318904e69,10,0,0.00
