DISTANCE,DETECT,RSSI_DEC,FREQUENCY,ID,N,READ,READ_RATE
150,0,0,0,e20051397201021018904d85,7,0,0.00
160,0,0,0,e20051397201021018904d85,7,0,0.00
170,0,0,0,e20051397201021018904d85,7,0,0.00
180,0,0,0,e20051397201021018904d85,7,0,0.00
190,0,0,0,e20051397201021018904d85,7,0,0.00
200,0,0,0,e20051397201021018904d85,7,0,0.00
210,0,0,0,e20051397201021018904d85,7,0,0.00
220,0,0,0,e20051397201021018904d85,7,0,0.00
230,0,0,0,e20051397201021018904d85,7,0,0.00
240,0,0,0,e20051397201021018904d85,7,0,0.00
250,0,0,0,e20051397201021018904d85,7,0,0.00
260,0,0,0,e20051397201021018904d85,7,0,0.00
270,0,0,0,e20051397201021018904d85,7,0,0.00
280,0,0,0,e20051397201021018904d85,7,0,0.00
290,0,0,0,e20051397201021018904d85,7,0,0.00
300,0,0,0,e20051397201021018904d85,7,0,0.00
10,1,236,5519885,e20051397201021018904d85,8,5,1.00
20,1,221,10761485,e20051397201021018904d85,8,5,1.00
30,1,210,16529165,e20051397201021018904d85,8,5,1.00
40,1,197,11287565,e20051397201021018904d85,8,5,1.00
50,1,168,5519885,e20051397201021018904d85,8,5,1.00
60,0,0,0,e20051397201021018904d85,8,0,0.00
70,1,73,16529165,e20051397201021018904d85,8,5,1.00
80,1,103,11287565,e20051397201021018904d85,8,5,1.00
90,1,101,5519885,e20051397201021018904d85,8,5,1.00
100,1,100,10761485,e20051397201021018904d85,8,4,0.80
110,1,80,16529165,e20051397201021018904d85,8,5,1.00
120,0,0,0,e20051397201021018904d85,8,0,0.00
130,1,6,5519885,e20051397201021018904d85,8,3,0.60
140,1,69,10761485,e20051397201021018904d85,8,1,0.20
150,0,0,0,e20051397201021018904d85,8,0,0.00
160,0,0,0,e20051397201021018904d85,8,0,0.00
170,0,0,0,e20051397201021018904d85,8,0,0.00
180,0,0,0,e20051397201021018904d85,8,0,0.00
190,0,0,0,e20051397201021018904d85,8,0,0.00
200,0,0,0,e20051397201021018904d85,8,0,0.00
210,0,0,0,e20051397201021018904d85,8,0,0.00
220,0,0,0,e20051397201021018904d85,8,0,0.00
230,0,0,0,e20051397201021018904d85,8,0,0.00
240,0,0,0,e20051397201021018904d85,8,0,0.00
250,0,0,0,e20051397201021018904d85,8,0,0.00
260,0,0,0,e20051397201021018904d85,8,0,0.00
270,0,0,0,e20051397201021018904d85,8,0,0.00
280,0,0,0,e20051397201021018904d85,8,0,0.00
290,0,0,0,e20051397201021018904d85,8,0,0.00
300,0,0,0,e20051397201021018904d85,8,0,0.00
10,1,237,5519885,e20051397201021018904d85,9,5,1.00
20,1,220,10761485,e20051397201021018904d85,9,5,1.00
30,1,197,16529165,e20051397201021018904d85,9,5,1.00
40,1,181,11287565,e20051397201021018904d85,9,5,1.00
50,1,167,5519885,e20051397201021018904d85,9,5,1.00
60,1,137,10761485,e20051397201021018904d85,9,5,1.00
70,1,120,16529165,e20051397201021018904d85,9,4,0.80
80,0,0,0,e20051397201021018904d85,9,0,0.00
90,1,118,5519885,e20051397201021018904d85,9,5,1.00
100,1,113,10761485,e20051397201021018904d85,9,4,0.80
110,1,96,16529165,e20051397201021018904d85,9,5,1.00
120,1,98,11287565,e20051397201021018904d85,9,4,0.80
130,0,0,0,e20051397201021018904d85,9,0,0.00
140,0,0,0,e20051397201021018904d85,9,0,0.00
150,0,0,0,e20051397201021018904d85,9,0,0.00
160,0,0,0,e20051397201021018904d85,9,0,0.00
170,0,0,0,e20051397201021018904d85,9,0,0.00
180,0,0,0,e20051397201021018904d85,9,0,0.00
190,0,0,0,e20051397201021018904d85,9,0,0.00
200,0,0,0,e20051397201021018904d85,9,0,0.00
210,0,0,0,e20051397201021018904d85,9,0,0.00
220,0,0,0,e20051397201021018904d85,9,0,0.00
230,0,0,0,e20051397201021018904d85,9,0,0.00
240,0,0,0,e20051397201021018904d85,9,0,0.00
250,0,0,0,e20051397201021018904d85,9,0,0.00
260,0,0,0,e20051397201021018904d85,9,0,0.00
270,0,0,0,e20051397201021018904d85,9,0,0.00
280,0,0,0,e20051397201021018904d85,9,0,0.00
290,0,0,0,e20051397201021018904d85,9,0,0.00
300,0,0,0,e20051397201021018904d85,9,0,0.00
10,1,237,5519885,e20051397201021018904d85,10,5,1.00
20,1,221,10761485,e20051397201021018904d85,10,5,1.00
30,1,211,16529165,e20051397201021018904d85,10,5,1.00
40,1,198,11287565,e20051397201021018904d85,10,5,1.00
50,1,123,5519885,e20051397201021018904d85,10,5,1.00
60,1,122,10761485,e20051397201021018904d85,10,5,1.00
70,1,72,16529165,e20051397201021018904d85,10,5,1.00
80,1,132,11287565,e20051397201021018904d85,10,5,1.00
90,1,128,5519885,e20051397201021018904d85,10,5,1.00
100,1,117,10761485,e20051397201021018904d85,10,5,1.00
110,1,112,16529165,e20051397201021018904d85,10,4,0.80
120,1,99,11287565,e20051397201021018904d85,10,4,0.80
130,0,0,0,e20051397201021018904d85,10,0,0.00
140,1,6,10761485,e20051397201021018904d85,10,2,0.40
150,0,0,0,e20051397201021018904d85,10,0,0.00
160,1,98,11287565,e20051397201021018904d85,10,1,0.20
170,0,0,0,e20051397201021018904d85,10,0,0.00
180,0,0,0,e20051397201021018904d85,10,0,0.00
190,0,0,0,e20051397201021018904d85,10,0,0.00
200,0,0,0,e20051397201021018904d85,10,0,0.00
210,0,0,0,e20051397201021018904d85,10,0,0.00
220,0,0,0,e20051397201021018904d85,10,0,0.00
230,0,0,0,e20051397201021018904d85,10,0,0.00
240,0,0,0,e20051397201021018904d85,10,0,0.00
250,0,0,0,e20051397201021018904d85,10,0,0.00
260,0,0,0,e20051397201021018904d85,10,0,0.00
270,0,0,0,e20051397201021018904d85,10,0,0.00
280,0,0,0,e20051397201021018904d85,10,0,0.00
290,0,0,0,e20051397201021018904d85,10,0,0.00
300,0,0,0,e20051397201021018904d85,10,0,0.00
10,1,252,5519885,e20051397201015918904e51,1,5,1.00
20,1,234,10761485,e20051397201015918904e51,1,5,1.00
30,1,201,16529165,e20051397201015918904e51,1,5,1.00
40,1,169,11287565,e20051397201015918904e51,1,5,1.00
50,1,10,5519885,e20051397201015918904e51,1,5,1.00
60,1,90,10761485,e20051397201015918904e51,1,5,1.00
70,1,89,16529165,e20051397201015918904e51,1,5,1.00
80,1,133,11287565,e20051397201015918904e51,1,5,1.00
90,1,114,5519885,e20051397201015918904e51,1,5,1.00
100,1,101,10761485,e20051397201015918904e51,1,5,1.00
110,0,0,0,e20051397201015918904e51,1,0,0.00
120,1,6,11287565,e20051397201015918904e51,1,5,1.00
130,0,0,0,e20051397201015918904e51,1,0,0.00
140,0,0,0,e20051397201015918904e51,1,0,0.00
150,0,0,0,e20051397201015918904e51,1,0,0.00
160,0,0,0,e20051397201015918904e51,1,0,0.00
170,0,0,0,e20051397201015918904e51,1,0,0.00
180,0,0,0,e20051397201015918904e51,1,0,0.00
190,0,0,0,e20051397201015918904e51,1,0,0.00
200,0,0,0,e20051397201015918904e51,1,0,0.00
210,0,0,0,e20051397201015918904e51,1,0,0.00
220,0,0,0,e20051397201015918904e51,1,0,0.00
230,0,0,0,e20051397201015918904e51,1,0,0.00
240,0,0,0,e20051397201015918904e51,1,0,0.00
250,0,0,0,e20051397201015918904e51,1,0,0.00
260,0,0,0,e20051397201015918904e51,1,0,0.00
270,0,0,0,e20051397201015918904e51,1,0,0.00
280,0,0,0,e20051397201015918904e51,1,0,0.00
290,0,0,0,e20051397201015918904e51,1,0,0.00
300,0,0,0,e20051397201015918904e51,1,0,0.00
10,1,237,5519885,e20051397201015918904e51,2,5,1.00
20,1,236,10761485,e20051397201015918904e51,2,5,1.00
30,1,214,16529165,e20051397201015918904e51,2,5,1.00
40,1,91,11287565,e20051397201015918904e51,2,5,1.00
50,1,42,5519885,e20051397201015918904e51,2,5,1.00
60,1,121,10761485,e20051397201015918904e51,2,5,1.00
70,0,0,0,e20051397201015918904e51,2,0,0.00
80,1,116,11287565,e20051397201015918904e51,2,5,1.00
90,1,112,5519885,e20051397201015918904e51,2,5,1.00
100,1,102,10761485,e20051397201015918904e51,2,5,1.00
110,1,83,16529165,e20051397201015918904e51,2,4,0.80
120,1,37,11287565,e20051397201015918904e51,2,5,1.00
130,0,0,0,e20051397201015918904e51,2,0,0.00
140,0,0,0,e20051397201015918904e51,2,0,0.00
150,0,0,0,e20051397201015918904e51,2,0,0.00
160,0,0,0,e20051397201015918904e51,2,0,0.00
170,0,0,0,e20051397201015918904e51,2,0,0.00
180,0,0,0,e20051397201015918904e51,2,0,0.00
190,0,0,0,e20051397201015918904e51,2,0,0.00
200,0,0,0,e20051397201015918904e51,2,0,0.00
210,0,0,0,e20051397201015918904e51,2,0,0.00
220,0,0,0,e20051397201015918904e51,2,0,0.00
230,0,0,0,e20051397201015918904e51,2,0,0.00
240,0,0,0,e20051397201015918904e51,2,0,0.00
250,0,0,0,e20051397201015918904e51,2,0,0.00
260,0,0,0,e20051397201015918904e51,2,0,0.00
270,0,0,0,e20051397201015918904e51,2,0,0.00
280,0,0,0,e20051397201015918904e51,2,0,0.00
290,0,0,0,e20051397201015918904e51,2,0,0.00
300,0,0,0,e20051397201015918904e51,2,0,0.00
10,1,251,10761485,e20051397201015918904e51,3,5,1.00
20,1,234,16529165,e20051397201015918904e51,3,5,1.00
30,1,192,11287565,e20051397201015918904e51,3,5,1.00
40,1,170,5519885,e20051397201015918904e51,3,5,1.00
50,1,10,10761485,e20051397201015918904e51,3,5,1.00
60,1,89,16529165,e20051397201015918904e51,3,5,1.00
70,1,135,11287565,e20051397201015918904e51,3,5,1.00
80,1,133,5519885,e20051397201015918904e51,3,5,1.00
90,1,118,10761485,e20051397201015918904e51,3,5,1.00
100,1,96,16529165,e20051397201015918904e51,3,4,0.80
110,1,80,11287565,e20051397201015918904e51,3,5,1.00
120,1,21,5519885,e20051397201015918904e51,3,5,1.00
130,0,0,0,e20051397201015918904e51,3,0,0.00
140,0,0,0,e20051397201015918904e51,3,0,0.00
150,1,38,11287565,e20051397201015918904e51,3,1,0.20
160,0,0,0,e20051397201015918904e51,3,0,0.00
170,0,0,0,e20051397201015918904e51,3,0,0.00
180,0,0,0,e20051397201015918904e51,3,0,0.00
190,0,0,0,e20051397201015918904e51,3,0,0.00
200,0,0,0,e20051397201015918904e51,3,0,0.00
210,0,0,0,e20051397201015918904e51,3,0,0.00
220,0,0,0,e20051397201015918904e51,3,0,0.00
230,0,0,0,e20051397201015918904e51,3,0,0.00
240,0,0,0,e20051397201015918904e51,3,0,0.00
250,0,0,0,e20051397201015918904e51,3,0,0.00
260,0,0,0,e20051397201015918904e51,3,0,0.00
270,0,0,0,e20051397201015918904e51,3,0,0.00
280,0,0,0,e20051397201015918904e51,3,0,0.00
290,0,0,0,e20051397201015918904e51,3,0,0.00
300,0,0,0,e20051397201015918904e51,3,0,0.00
10,1,207,5519885,e20051397201015918904e51,4,5,1.00
20,1,190,10761485,e20051397201015918904e51,4,5,1.00
30,1,188,16529165,e20051397201015918904e51,4,5,1.00
40,1,176,11287565,e20051397201015918904e51,4,5,1.00
50,1,177,5519885,e20051397201015918904e51,4,5,1.00
60,1,145,10761485,e20051397201015918904e51,4,5,1.00
70,1,57,16529165,e20051397201015918904e51,4,5,1.00
80,1,40,11287565,e20051397201015918904e51,4,5,1.00
90,1,71,5519885,e20051397201015918904e51,4,5,1.00
100,1,112,10761485,e20051397201015918904e51,4,5,1.00
110,1,112,16529165,e20051397201015918904e51,4,4,0.80
120,1,96,11287565,e20051397201015918904e51,4,4,0.80
130,0,0,0,e20051397201015918904e51,4,0,0.00
140,1,53,10761485,e20051397201015918904e51,4,4,0.80
150,1,37,16529165,e20051397201015918904e51,4,4,0.80
160,0,0,0,e20051397201015918904e51,4,0,0.00
170,0,0,0,e20051397201015918904e51,4,0,0.00
180,0,0,0,e20051397201015918904e51,4,0,0.00
190,0,0,0,e20051397201015918904e51,4,0,0.00
200,0,0,0,e20051397201015918904e51,4,0,0.00
210,0,0,0,e20051397201015918904e51,4,0,0.00
220,0,0,0,e20051397201015918904e51,4,0,0.00
230,0,0,0,e20051397201015918904e51,4,0,0.00
240,0,0,0,e20051397201015918904e51,4,0,0.00
250,0,0,0,e20051397201015918904e51,4,0,0.00
260,0,0,0,e20051397201015918904e51,4,0,0.00
270,0,0,0,e20051397201015918904e51,4,0,0.00
280,0,0,0,e20051397201015918904e51,4,0,0.00
290,0,0,0,e20051397201015918904e51,4,0,0.00
300,0,0,0,e20051397201015918904e51,4,0,0.00
10,1,222,5519885,e20051397201015918904e51,5,5,1.00
20,1,205,10761485,e20051397201015918904e51,5,5,1.00
30,1,196,16529165,e20051397201015918904e51,5,5,1.00
40,1,178,11287565,e20051397201015918904e51,5,5,1.00
50,1,122,5519885,e20051397201015918904e51,5,5,1.00
60,1,120,10761485,e20051397201015918904e51,5,5,1.00
70,1,72,16529165,e20051397201015918904e51,5,5,1.00
80,1,103,11287565,e20051397201015918904e51,5,5,1.00
90,1,101,5519885,e20051397201015918904e51,5,5,1.00
100,1,102,10761485,e20051397201015918904e51,5,5,1.00
110,0,0,0,e20051397201015918904e51,5,0,0.00
120,0,0,0,e20051397201015918904e51,5,0,0.00
130,0,0,0,e20051397201015918904e51,5,0,0.00
140,0,0,0,e20051397201015918904e51,5,0,0.00
150,0,0,0,e20051397201015918904e51,5,0,0.00
160,1,64,11287565,e20051397201015918904e51,5,3,0.60
170,0,0,0,e20051397201015918904e51,5,0,0.00
180,0,0,0,e20051397201015918904e51,5,0,0.00
190,0,0,0,e20051397201015918904e51,5,0,0.00
200,0,0,0,e20051397201015918904e51,5,0,0.00
210,0,0,0,e20051397201015918904e51,5,0,0.00
220,0,0,0,e20051397201015918904e51,5,0,0.00
230,0,0,0,e20051397201015918904e51,5,0,0.00
240,0,0,0,e20051397201015918904e51,5,0,0.00
250,0,0,0,e20051397201015918904e51,5,0,0.00
260,0,0,0,e20051397201015918904e51,5,0,0.00
270,0,0,0,e20051397201015918904e51,5,0,0.00
280,0,0,0,e20051397201015918904e51,5,0,0.00
290,0,0,0,e20051397201015918904e51,5,0,0.00
300,0,0,0,e20051397201015918904e51,5,0,0.00
10,1,251,5519885,e20051397201015918904e51,6,5,1.00
20,1,235,10761485,e20051397201015918904e51,6,5,1.00
30,1,198,16529165,e20051397201015918904e51,6,5,1.00
40,1,184,11287565,e20051397201015918904e51,6,5,1.00
50,1,154,5519885,e20051397201015918904e51,6,5,1.00
60,1,120,10761485,e20051397201015918904e51,6,5,1.00
70,1,88,16529165,e20051397201015918904e51,6,5,1.00
80,1,119,11287565,e20051397201015918904e51,6,5,1.00
90,1,130,5519885,e20051397201015918904e51,6,5,1.00
100,1,128,10761485,e20051397201015918904e51,6,5,1.00
110,0,0,0,e20051397201015918904e51,6,0,0.00
120,1,85,11287565,e20051397201015918904e51,6,4,0.80
130,1,52,5519885,e20051397201015918904e51,6,5,1.00
140,1,38,10761485,e20051397201015918904e51,6,5,1.00
150,1,22,16529165,e20051397201015918904e51,6,4,0.80
160,0,0,0,e20051397201015918904e51,6,0,0.00
170,0,0,0,e20051397201015918904e51,6,0,0.00
180,0,0,0,e20051397201015918904e51,6,0,0.00
190,0,0,0,e20051397201015918904e51,6,0,0.00
200,0,0,0,e20051397201015918904e51,6,0,0.00
210,0,0,0,e20051397201015918904e51,6,0,0.00
220,0,0,0,e20051397201015918904e51,6,0,0.00
230,0,0,0,e20051397201015918904e51,6,0,0.00
240,0,0,0,e20051397201015918904e51,6,0,0.00
250,0,0,0,e20051397201015918904e51,6,0,0.00
260,0,0,0,e20051397201015918904e51,6,0,0.00
270,0,0,0,e20051397201015918904e51,6,0,0.00
280,0,0,0,e20051397201015918904e51,6,0,0.00
290,0,0,0,e20051397201015918904e51,6,0,0.00
300,0,0,0,e20051397201015918904e51,6,0,0.00
10,1,237,10761485,e20051397201015918904e51,7,5,1.00
20,1,205,16529165,e20051397201015918904e51,7,5,1.00
30,1,218,11287565,e20051397201015918904e51,7,3,0.60
40,0,0,0,e20051397201015918904e51,7,0,0.00
50,1,10,10761485,e20051397201015918904e51,7,3,0.60
60,1,89,16529165,e20051397201015918904e51,7,4,0.80
70,1,120,11287565,e20051397201015918904e51,7,5,1.00
80,1,88,5519885,e20051397201015918904e51,7,5,1.00
90,1,96,10761485,e20051397201015918904e51,7,5,1.00
100,1,98,16529165,e20051397201015918904e51,7,5,1.00
110,1,84,11287565,e20051397201015918904e51,7,5,1.00
120,0,0,0,e20051397201015918904e51,7,0,0.00
130,0,0,0,e20051397201015918904e51,7,0,0.00
140,0,0,0,e20051397201015918904e51,7,0,0.00
150,0,0,0,e20051397201015918904e51,7,0,0.00
160,0,0,0,e20051397201015918904e51,7,0,0.00
170,0,0,0,e20051397201015918904e51,7,0,0.00
180,0,0,0,e20051397201015918904e51,7,0,0.00
190,0,0,0,e20051397201015918904e51,7,0,0.00
200,0,0,0,e20051397201015918904e51,7,0,0.00
210,0,0,0,e20051397201015918904e51,7,0,0.00
220,0,0,0,e20051397201015918904e51,7,0,0.00
230,0,0,0,e20051397201015918904e51,7,0,0.00
240,0,0,0,e20051397201015918904e51,7,0,0.00
250,0,0,0,e20051397201015918904e51,7,0,0.00
260,0,0,0,e20051397201015918904e51,7,0,0.00
270,0,0,0,e20051397201015918904e51,7,0,0.00
280,0,0,0,e20051397201015918904e51,7,0,0.00
290,0,0,0,e20051397201015918904e51,7,0,0.00
300,0,0,0,e20051397201015918904e51,7,0,0.00
10,1,234,11287565,e20051397201015918904e51,8,5,1.00
20,1,236,5519885,e20051397201015918904e51,8,5,1.00
30,1,203,10761485,e20051397201015918904e51,8,5,1.00
40,1,182,16529165,e20051397201015918904e51,8,5,1.00
50,1,106,11287565,e20051397201015918904e51,8,5,1.00
60,1,89,5519885,e20051397201015918904e51,8,5,1.00
70,1,40,10761485,e20051397201015918904e51,8,5,1.00
80,1,86,16529165,e20051397201015918904e51,8,5,1.00
90,1,115,11287565,e20051397201015918904e51,8,5,1.00
100,0,0,0,e20051397201015918904e51,8,0,0.00
110,1,80,10761485,e20051397201015918904e51,8,4,0.80
120,0,0,0,e20051397201015918904e51,8,4,0.80
130,1,6,11287565,e20051397201015918904e51,8,5,1.00
140,1,22,5519885,e20051397201015918904e51,8,5,1.00
150,1,36,10761485,e20051397201015918904e51,8,4,0.80
160,1,37,16529165,e20051397201015918904e51,8,4,0.80
170,0,0,0,e20051397201015918904e51,8,0,0.00
180,0,0,0,e20051397201015918904e51,8,0,0.00
190,0,0,0,e20051397201015918904e51,8,0,0.00
200,0,0,0,e20051397201015918904e51,8,0,0.00
210,0,0,0,e20051397201015918904e51,8,0,0.00
220,0,0,0,e20051397201015918904e51,8,0,0.00
230,0,0,0,e20051397201015918904e51,8,0,0.00
240,0,0,0,e20051397201015918904e51,8,0,0.00
250,0,0,0,e20051397201015918904e51,8,0,0.00
260,0,0,0,e20051397201015918904e51,8,0,0.00
270,0,0,0,e20051397201015918904e51,8,0,0.00
280,0,0,0,e20051397201015918904e51,8,0,0.00
290,0,0,0,e20051397201015918904e51,8,0,0.00
300,0,0,0,e20051397201015918904e51,8,0,0.00
10,1,206,5519885,e20051397201015918904e51,9,5,1.00
20,1,206,10761485,e20051397201015918904e51,9,5,1.00
30,1,204,16529165,e20051397201015918904e51,9,5,1.00
40,1,183,11287565,e20051397201015918904e51,9,5,1.00
50,1,151,5519885,e20051397201015918904e51,9,5,1.00
60,1,135,10761485,e20051397201015918904e51,9,5,1.00
70,1,56,16529165,e20051397201015918904e51,9,5,1.00
80,1,8,11287565,e20051397201015918904e51,9,5,1.00
90,1,118,5519885,e20051397201015918904e51,9,5,1.00
100,1,116,10761485,e20051397201015918904e51,9,5,1.00
110,1,128,16529165,e20051397201015918904e51,9,5,1.00
120,1,115,11287565,e20051397201015918904e51,9,5,1.00
130,1,54,5519885,e20051397201015918904e51,9,5,1.00
140,1,38,10761485,e20051397201015918904e51,9,5,1.00
150,1,21,16529165,e20051397201015918904e51,9,5,1.00
160,0,0,0,e20051397201015918904e51,9,0,0.00
170,0,0,0,e20051397201015918904e51,9,0,0.00
180,0,0,0,e20051397201015918904e51,9,0,0.00
190,0,0,0,e20051397201015918904e51,9,0,0.00
200,0,0,0,e20051397201015918904e51,9,0,0.00
210,0,0,0,e20051397201015918904e51,9,0,0.00
220,0,0,0,e20051397201015918904e51,9,0,0.00
230,0,0,0,e20051397201015918904e51,9,0,0.00
240,0,0,0,e20051397201015918904e51,9,0,0.00
250,0,0,0,e20051397201015918904e51,9,0,0.00
260,0,0,0,e20051397201015918904e51,9,0,0.00
270,0,0,0,e20051397201015918904e51,9,0,0.00
280,0,0,0,e20051397201015918904e51,9,0,0.00
290,0,0,0,e20051397201015918904e51,9,0,0.00
300,0,0,0,e20051397201015918904e51,9,0,0.00
10,1,175,10761485,e20051397201015918904e51,10,5,1.00
20,1,205,16529165,e20051397201015918904e51,10,5,1.00
30,1,188,11287565,e20051397201015918904e51,10,3,0.60
40,0,0,0,e20051397201015918904e51,10,0,0.00
50,1,165,10761485,e20051397201015918904e51,10,5,1.00
60,1,151,16529165,e20051397201015918904e51,10,5,1.00
70,1,40,11287565,e20051397201015918904e51,10,5,1.00
80,1,7,5519885,e20051397201015918904e51,10,5,1.00
90,0,0,0,e20051397201015918904e51,10,0,0.00
100,1,132,16529165,e20051397201015918904e51,10,4,0.80
110,1,116,11287565,e20051397201015918904e51,10,4,0.80
120,1,112,5519885,e20051397201015918904e51,10,4,0.80
130,0,0,0,e20051397201015918904e51,10,0,0.00
140,1,22,16529165,e20051397201015918904e51,10,2,0.40
150,1,5,11287565,e20051397201015918904e51,10,2,0.40
160,0,0,0,e20051397201015918904e51,10,0,0.00
170,0,0,0,e20051397201015918904e51,10,0,0.00
180,0,0,0,e20051397201015918904e51,10,0,0.00
190,0,0,0,e20051397201015918904e51,10,0,0.00
200,0,0,0,e20051397201015918904e51,10,0,0.00
210,0,0,0,e20051397201015918904e51,10,0,0.00
220,0,0,0,e20051397201015918904e51,10,0,0.00
230,0,0,0,e20051397201015918904e51,10,0,0.00
240,0,0,0,e20051397201015918904e51,10,0,0.00
250,0,0,0,e20051397201015918904e51,10,0,0.00
260,0,0,0,e20051397201015918904e51,10,0,0.00
270,0,0,0,e20051397201015918904e51,10,0,0.00
280,0,0,0,e20051397201015918904e51,10,0,0.00
290,0,0,0,e20051397201015918904e51,10,0,0.00
300,0,0,0,e20051397201015918904e51,10,0,0.00
10,1,127,16529165,e20051397201015618904e5d,1,5,1.00
20,1,221,11287565,e20051397201015618904e5d,1,5,1.00
30,1,204,5519885,e20051397201015618904e5d,1,5,1.00
40,1,200,10761485,e20051397201015618904e5d,1,5,1.00
50,1,168,16529165,e20051397201015618904e5d,1,5,1.00
60,1,137,11287565,e20051397201015618904e5d,1,5,1.00
70,0,0,0,e20051397201015618904e5d,1,0,0.00
80,1,103,10761485,e20051397201015618904e5d,1,5,1.00
90,1,119,16529165,e20051397201015618904e5d,1,5,1.00
100,1,86,11287565,e20051397201015618904e5d,1,5,1.00
110,1,97,5519885,e20051397201015618904e5d,1,5,1.00
120,1,80,10761485,e20051397201015618904e5d,1,5,1.00
130,0,0,0,e20051397201015618904e5d,1,0,0.00
140,0,0,0,e20051397201015618904e5d,1,0,0.00
150,1,37,5519885,e20051397201015618904e5d,1,4,0.80
160,0,0,0,e20051397201015618904e5d,1,0,0.00
170,0,0,0,e20051397201015618904e5d,1,0,0.00
180,0,0,0,e20051397201015618904e5d,1,0,0.00
190,0,0,0,e20051397201015618904e5d,1,0,0.00
200,0,0,0,e20051397201015618904e5d,1,0,0.00
210,0,0,0,e20051397201015618904e5d,1,0,0.00
220,0,0,0,e20051397201015618904e5d,1,0,0.00
230,0,0,0,e20051397201015618904e5d,1,0,0.00
240,0,0,0,e20051397201015618904e5d,1,0,0.00
250,0,0,0,e20051397201015618904e5d,1,0,0.00
260,0,0,0,e20051397201015618904e5d,1,0,0.00
270,0,0,0,e20051397201015618904e5d,1,0,0.00
280,0,0,0,e20051397201015618904e5d,1,0,0.00
290,0,0,0,e20051397201015618904e5d,1,0,0.00
300,0,0,0,e20051397201015618904e5d,1,0,0.00
10,1,222,11287565,e20051397201015618904e5d,2,5,1.00
20,1,221,5519885,e20051397201015618904e5d,2,5,1.00
30,1,215,10761485,e20051397201015618904e5d,2,5,1.00
40,1,198,16529165,e20051397201015618904e5d,2,5,1.00
50,1,136,11287565,e20051397201015618904e5d,2,5,1.00
60,1,89,5519885,e20051397201015618904e5d,2,5,1.00
70,1,88,10761485,e20051397201015618904e5d,2,4,0.80
80,1,24,16529165,e20051397201015618904e5d,2,5,1.00
90,1,99,11287565,e20051397201015618904e5d,2,5,1.00
100,1,101,5519885,e20051397201015618904e5d,2,5,1.00
110,0,0,0,e20051397201015618904e5d,2,0,0.00
120,0,0,0,e20051397201015618904e5d,2,0,0.00
130,0,0,0,e20051397201015618904e5d,2,0,0.00
140,0,0,0,e20051397201015618904e5d,2,0,0.00
150,0,0,0,e20051397201015618904e5d,2,0,0.00
160,0,0,0,e20051397201015618904e5d,2,0,0.00
170,0,0,0,e20051397201015618904e5d,2,0,0.00
180,0,0,0,e20051397201015618904e5d,2,0,0.00
190,0,0,0,e20051397201015618904e5d,2,0,0.00
200,0,0,0,e20051397201015618904e5d,2,0,0.00
210,0,0,0,e20051397201015618904e5d,2,0,0.00
220,0,0,0,e20051397201015618904e5d,2,0,0.00
230,0,0,0,e20051397201015618904e5d,2,0,0.00
240,0,0,0,e20051397201015618904e5d,2,0,0.00
250,0,0,0,e20051397201015618904e5d,2,0,0.00
260,0,0,0,e20051397201015618904e5d,2,0,0.00
270,0,0,0,e20051397201015618904e5d,2,0,0.00
280,0,0,0,e20051397201015618904e5d,2,0,0.00
290,0,0,0,e20051397201015618904e5d,2,0,0.00
300,0,0,0,e20051397201015618904e5d,2,0,0.00
10,1,237,5519885,e20051397201015618904e5d,3,5,1.00
20,1,220,10761485,e20051397201015618904e5d,3,5,1.00
30,1,218,16529165,e20051397201015618904e5d,3,5,1.00
40,1,192,11287565,e20051397201015618904e5d,3,5,1.00
50,1,153,5519885,e20051397201015618904e5d,3,5,1.00
60,1,25,10761485,e20051397201015618904e5d,3,5,1.00
70,1,25,16529165,e20051397201015618904e5d,3,5,1.00
80,1,102,11287565,e20051397201015618904e5d,3,5,1.00
90,1,128,5519885,e20051397201015618904e5d,3,5,1.00
100,1,112,10761485,e20051397201015618904e5d,3,5,1.00
110,0,0,0,e20051397201015618904e5d,3,0,0.00
120,1,101,11287565,e20051397201015618904e5d,3,3,0.60
130,0,0,0,e20051397201015618904e5d,3,0,0.00
140,1,22,10761485,e20051397201015618904e5d,3,3,0.60
150,0,0,0,e20051397201015618904e5d,3,0,0.00
160,1,98,11287565,e20051397201015618904e5d,3,3,0.60
170,0,0,0,e20051397201015618904e5d,3,0,0.00
180,0,0,0,e20051397201015618904e5d,3,0,0.00
190,0,0,0,e20051397201015618904e5d,3,0,0.00
200,0,0,0,e20051397201015618904e5d,3,0,0.00
210,0,0,0,e20051397201015618904e5d,3,0,0.00
220,0,0,0,e20051397201015618904e5d,3,0,0.00
230,0,0,0,e20051397201015618904e5d,3,0,0.00
240,0,0,0,e20051397201015618904e5d,3,0,0.00
250,0,0,0,e20051397201015618904e5d,3,0,0.00
260,0,0,0,e20051397201015618904e5d,3,0,0.00
270,0,0,0,e20051397201015618904e5d,3,0,0.00
280,0,0,0,e20051397201015618904e5d,3,0,0.00
290,0,0,0,e20051397201015618904e5d,3,0,0.00
300,0,0,0,e20051397201015618904e5d,3,0,0.00
10,1,234,10761485,e20051397201015618904e5d,4,5,1.00
20,1,235,16529165,e20051397201015618904e5d,4,5,1.00
