TagNo,Distance,Temperature,RealTemp,RSSI,FREQ,H_RSSI,H_FREQ,ID,Data,Detect
1,70,0,0,10,16529165,0a,fc370d,e20051397201021118904d81,4416010afc370d0e3000e20051397201021118904d81,1
1,80,0,0,105,11287565,69,ac3c0d,e20051397201021118904d81,44160169ac3c0d0e3000e20051397201021118904d81,1
1,90,0,0,73,5519885,49,543a0d,e20051397201021118904d81,44160149543a0d0e3000e20051397201021118904d81,1
1,100,0,0,103,10761485,67,a4350d,e20051397201021118904d81,44160167a4350d0e3000e20051397201021118904d81,1
1,110,0,0,102,16529165,66,fc370d,e20051397201021118904d81,44160166fc370d0e3000e20051397201021118904d81,1
1,120,0,0,97,11287565,61,ac3c0d,e20051397201021118904d81,44160161ac3c0d0e3000e20051397201021118904d81,1
1,130,0,0,0,0,0,0,,4405000000,0
1,140,0,0,0,0,0,0,,4405000000,0
1,150,0,0,54,16529165,36,fc370d,e20051397201021118904d81,44160136fc370d0e3000e20051397201021118904d81,1
1,160,0,0,53,11287565,35,ac3c0d,e20051397201021118904d81,44160135ac3c0d0e3000e20051397201021118904d81,1
1,170,0,0,0,0,0,0,,4405000000,0
1,180,0,0,0,0,0,0,,4405000000,0
1,190,0,0,0,0,0,0,,4405000000,0
1,200,0,0,0,0,0,0,,4405000000,0
1,10,0,0,237,16529165,ed,fc370d,e20051397201021118904d81,441601edfc370d0e3000e20051397201021118904d81,1
1,20,0,0,220,11287565,dc,ac3c0d,e20051397201021118904d81,441601dcac3c0d0e3000e20051397201021118904d81,1
1,30,0,0,198,5519885,c6,543a0d,e20051397201021118904d81,441601c6543a0d0e3000e20051397201021118904d81,1
1,40,0,0,177,10761485,b1,a4350d,e20051397201021118904d81,441601b1a4350d0e3000e20051397201021118904d81,1
1,50,0,0,136,16529165,88,fc370d,e20051397201021118904d81,44160188fc370d0e3000e20051397201021118904d81,1
1,60,0,0,135,11287565,87,ac3c0d,e20051397201021118904d81,44160187ac3c0d0e3000e20051397201021118904d81,1
1,70,0,0,88,5519885,58,543a0d,e20051397201021118904d81,44160158543a0d0e3000e20051397201021118904d81,1
1,80,0,0,23,10761485,17,a4350d,e20051397201021118904d81,44160117a4350d0e3000e20051397201021118904d81,1
1,90,0,0,70,16529165,46,fc370d,e20051397201021118904d81,44160146fc370d0e3000e20051397201021118904d81,1
1,100,0,0,96,11287565,60,ac3c0d,e20051397201021118904d81,44160160ac3c0d0e3000e20051397201021118904d81,1
1,110,0,0,96,5519885,60,543a0d,e20051397201021118904d81,44160160543a0d0e3000e20051397201021118904d81,1
1,120,0,0,83,10761485,53,a4350d,e20051397201021118904d81,44160153a4350d0e3000e20051397201021118904d81,1
1,130,0,0,0,0,0,0,,4405000000,0
1,140,0,0,54,11287565,36,ac3c0d,e20051397201021118904d81,44160136ac3c0d0e3000e20051397201021118904d81,1
1,150,0,0,0,0,0,0,,4405000000,0
1,160,0,0,0,0,0,0,,4405000000,0
1,170,0,0,0,0,0,0,,4405000000,0
1,180,0,0,0,0,0,0,,4405000000,0
1,190,0,0,0,0,0,0,,4405000000,0
1,200,0,0,0,0,0,0,,4405000000,0
2,10,0,0,236,5519885,ec,543a0d,e20051397201021018904d85,441601ec543a0d0e3000e20051397201021018904d85,1
2,20,0,0,234,10761485,ea,a4350d,e20051397201021018904d85,441601eaa4350d0e3000e20051397201021018904d85,1
2,30,0,0,218,16529165,da,fc370d,e20051397201021018904d85,441601dafc370d0e3000e20051397201021018904d85,1
2,40,0,0,184,11287565,b8,ac3c0d,e20051397201021018904d85,441601b8ac3c0d0e3000e20051397201021018904d85,1
2,50,0,0,0,0,0,0,,4405000000,0
2,60,0,0,105,10761485,69,a4350d,e20051397201021018904d85,44160169a4350d0e3000e20051397201021018904d85,1
2,70,0,0,120,16529165,78,fc370d,e20051397201021018904d85,44160178fc370d0e3000e20051397201021018904d85,1
2,80,0,0,72,11287565,48,ac3c0d,e20051397201021018904d85,44160148ac3c0d0e3000e20051397201021018904d85,1
2,90,0,0,102,5519885,66,543a0d,e20051397201021018904d85,44160166543a0d0e3000e20051397201021018904d85,1
2,100,0,0,0,0,0,0,,4405000000,0
2,110,0,0,83,16529165,53,fc370d,e20051397201021018904d85,44160153fc370d0e3000e20051397201021018904d85,1
2,120,0,0,0,0,0,0,,4405000000,0
2,130,0,0,0,0,0,0,,4405000000,0
2,140,0,0,5,10761485,05,a4350d,e20051397201021018904d85,44160105a4350d0e3000e20051397201021018904d85,1
2,150,0,0,0,0,0,0,,4405000000,0
2,160,0,0,64,11287565,40,ac3c0d,e20051397201021018904d85,44160140ac3c0d0e3000e20051397201021018904d85,1
2,170,0,0,0,0,0,0,,4405000000,0
2,180,0,0,0,0,0,0,,4405000000,0
2,190,0,0,0,0,0,0,,4405000000,0
2,200,0,0,0,0,0,0,,4405000000,0
2,10,0,0,191,10761485,bf,a4350d,e20051397201021018904d85,441601bfa4350d0e3000e20051397201021018904d85,1
2,20,0,0,222,16529165,de,fc370d,e20051397201021018904d85,441601defc370d0e3000e20051397201021018904d85,1
