DISTANCE,DETECT,RSSI,FREQUENCY,ID
80,1,102,5519885,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,235,16529165,e20051397201020918904d89
20,1,232,11287565,e20051397201020918904d89
30,1,155,5519885,e20051397201020918904d89
40,1,154,10761485,e20051397201020918904d89
50,1,58,16529165,e20051397201020918904d89
60,1,10,11287565,e20051397201020918904d89
70,1,103,5519885,e20051397201020918904d89
80,1,86,10761485,e20051397201020918904d89
90,0,0,0,e20051397201020918904d89
100,0,0,0,e20051397201020918904d89
110,0,0,0,e20051397201020918904d89
120,0,0,0,e20051397201020918904d89
130,0,0,0,e20051397201020918904d89
140,0,0,0,e20051397201020918904d89
150,0,0,0,e20051397201020918904d89
160,0,0,0,e20051397201020918904d89
170,0,0,0,e20051397201020918904d89
180,0,0,0,e20051397201020918904d89
190,0,0,0,e20051397201020918904d89
200,0,0,0,e20051397201020918904d89
10,1,222,11287565,e20051397201014718904e81
20,1,205,5519885,e20051397201014718904e81
30,1,203,10761485,e20051397201014718904e81
40,1,181,16529165,e20051397201014718904e81
50,1,121,11287565,e20051397201014718904e81
60,1,120,5519885,e20051397201014718904e81
70,0,0,0,e20051397201014718904e81
80,1,40,16529165,e20051397201014718904e81
90,1,70,11287565,e20051397201014718904e81
100,1,85,5519885,e20051397201014718904e81
110,1,97,10761485,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,1,37,5519885,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,247,5519885,e20051397201014718904e81
20,1,204,10761485,e20051397201014718904e81
30,1,140,16529165,e20051397201014718904e81
40,0,0,0,e20051397201014718904e81
50,1,91,5519885,e20051397201014718904e81
60,1,25,10761485,e20051397201014718904e81
70,1,119,16529165,e20051397201014718904e81
80,1,144,11287565,e20051397201014718904e81
90,0,0,0,e20051397201014718904e81
100,1,84,10761485,e20051397201014718904e81
110,1,55,16529165,e20051397201014718904e81
120,1,39,11287565,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,10761485,e20051397201014718904e81
20,1,219,16529165,e20051397201014718904e81
30,1,192,11287565,e20051397201014718904e81
40,1,169,5519885,e20051397201014718904e81
50,1,121,10761485,e20051397201014718904e81
60,1,104,16529165,e20051397201014718904e81
70,1,8,11287565,e20051397201014718904e81
80,1,55,5519885,e20051397201014718904e81
90,1,22,10761485,e20051397201014718904e81
100,1,96,16529165,e20051397201014718904e81
110,1,96,11287565,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,16529165,e20051397201014718904e81
20,1,205,11287565,e20051397201014718904e81
30,1,196,5519885,e20051397201014718904e81
40,1,179,10761485,e20051397201014718904e81
50,1,152,16529165,e20051397201014718904e81
60,1,89,11287565,e20051397201014718904e81
70,1,8,5519885,e20051397201014718904e81
80,1,23,10761485,e20051397201014718904e81
90,0,0,0,e20051397201014718904e81
100,1,115,11287565,e20051397201014718904e81
110,1,83,5519885,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,246,11287565,e20051397201014718904e81
20,1,204,5519885,e20051397201014718904e81
30,1,171,10761485,e20051397201014718904e81
40,1,139,16529165,e20051397201014718904e81
50,1,75,11287565,e20051397201014718904e81
60,1,25,5519885,e20051397201014718904e81
70,1,88,10761485,e20051397201014718904e81
80,1,116,16529165,e20051397201014718904e81
90,1,114,11287565,e20051397201014718904e81
100,1,102,5519885,e20051397201014718904e81
110,1,116,10761485,e20051397201014718904e81
120,1,85,16529165,e20051397201014718904e81
130,1,54,11287565,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,10761485,e20051397201014718904e81
20,1,204,16529165,e20051397201014718904e81
30,1,196,11287565,e20051397201014718904e81
40,1,182,5519885,e20051397201014718904e81
50,1,151,10761485,e20051397201014718904e81
60,1,104,16529165,e20051397201014718904e81
70,1,56,11287565,e20051397201014718904e81
80,1,87,5519885,e20051397201014718904e81
90,1,112,10761485,e20051397201014718904e81
100,0,0,0,e20051397201014718904e81
110,1,80,11287565,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,249,11287565,e20051397201014718904e81
20,1,231,5519885,e20051397201014718904e81
30,1,203,10761485,e20051397201014718904e81
40,1,28,16529165,e20051397201014718904e81
50,1,139,11287565,e20051397201014718904e81
60,1,137,5519885,e20051397201014718904e81
70,1,120,10761485,e20051397201014718904e81
80,1,118,16529165,e20051397201014718904e81
90,1,86,11287565,e20051397201014718904e81
100,0,0,0,e20051397201014718904e81
110,1,7,10761485,e20051397201014718904e81
120,1,39,16529165,e20051397201014718904e81
130,1,6,11287565,e20051397201014718904e81
140,1,85,5519885,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,206,5519885,e20051397201014718904e81
20,1,205,10761485,e20051397201014718904e81
30,1,194,16529165,e20051397201014718904e81
40,1,167,11287565,e20051397201014718904e81
50,1,137,5519885,e20051397201014718904e81
60,1,119,10761485,e20051397201014718904e81
70,1,24,16529165,e20051397201014718904e81
80,1,102,11287565,e20051397201014718904e81
90,1,96,5519885,e20051397201014718904e81
100,1,112,10761485,e20051397201014718904e81
110,1,71,16529165,e20051397201014718904e81
120,1,71,11287565,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,251,10761485,e20051397201014718904e81
20,1,224,16529165,e20051397201014718904e81
30,1,213,11287565,e20051397201014718904e81
40,1,138,5519885,e20051397201014718904e81
50,1,122,10761485,e20051397201014718904e81
60,1,25,16529165,e20051397201014718904e81
70,1,104,11287565,e20051397201014718904e81
80,1,98,5519885,e20051397201014718904e81
90,1,84,10761485,e20051397201014718904e81
100,0,0,0,e20051397201014718904e81
110,1,38,11287565,e20051397201014718904e81
120,1,40,5519885,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,222,11287565,e20051397201014718904e81
20,1,190,5519885,e20051397201014718904e81
30,1,201,10761485,e20051397201014718904e81
40,1,178,16529165,e20051397201014718904e81
50,1,167,11287565,e20051397201014718904e81
60,1,103,5519885,e20051397201014718904e81
70,1,103,10761485,e20051397201014718904e81
80,1,71,16529165,e20051397201014718904e81
90,0,0,0,e20051397201014718904e81
100,1,115,5519885,e20051397201014718904e81
110,0,0,0,e20051397201014718904e81
120,0,0,0,e20051397201014718904e81
130,0,0,0,e20051397201014718904e81
140,0,0,0,e20051397201014718904e81
150,0,0,0,e20051397201014718904e81
160,0,0,0,e20051397201014718904e81
170,0,0,0,e20051397201014718904e81
180,0,0,0,e20051397201014718904e81
190,0,0,0,e20051397201014718904e81
200,0,0,0,e20051397201014718904e81
10,1,237,16529165,e20051397201015018904e75
20,1,221,11287565,e20051397201015018904e75
30,1,203,5519885,e20051397201015018904e75
40,1,177,10761485,e20051397201015018904e75
50,1,169,16529165,e20051397201015018904e75
60,1,153,11287565,e20051397201015018904e75
70,1,73,5519885,e20051397201015018904e75
80,1,9,10761485,e20051397201015018904e75
90,1,103,16529165,e20051397201015018904e75
100,1,113,11287565,e20051397201015018904e75
110,1,96,5519885,e20051397201015018904e75
120,1,82,10761485,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,224,11287565,e20051397201015018904e75
20,1,209,5519885,e20051397201015018904e75
30,1,199,10761485,e20051397201015018904e75
40,1,169,16529165,e20051397201015018904e75
50,1,122,11287565,e20051397201015018904e75
60,1,9,5519885,e20051397201015018904e75
70,1,40,10761485,e20051397201015018904e75
80,1,102,16529165,e20051397201015018904e75
90,1,98,11287565,e20051397201015018904e75
100,0,0,0,e20051397201015018904e75
110,0,0,0,e20051397201015018904e75
120,0,0,0,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,191,11287565,e20051397201015018904e75
20,1,220,5519885,e20051397201015018904e75
30,1,172,10761485,e20051397201015018904e75
40,1,76,16529165,e20051397201015018904e75
50,1,92,11287565,e20051397201015018904e75
60,1,11,5519885,e20051397201015018904e75
70,1,120,10761485,e20051397201015018904e75
80,1,133,16529165,e20051397201015018904e75
90,1,144,11287565,e20051397201015018904e75
100,0,0,0,e20051397201015018904e75
110,1,23,10761485,e20051397201015018904e75
120,1,54,16529165,e20051397201015018904e75
130,1,97,11287565,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,224,11287565,e20051397201015018904e75
20,1,218,5519885,e20051397201015018904e75
30,1,171,10761485,e20051397201015018904e75
40,1,90,16529165,e20051397201015018904e75
50,1,59,11287565,e20051397201015018904e75
60,1,104,5519885,e20051397201015018904e75
70,1,88,10761485,e20051397201015018904e75
80,1,103,16529165,e20051397201015018904e75
90,1,114,11287565,e20051397201015018904e75
100,1,100,5519885,e20051397201015018904e75
110,1,54,10761485,e20051397201015018904e75
120,1,7,16529165,e20051397201015018904e75
130,1,23,11287565,e20051397201015018904e75
140,1,53,5519885,e20051397201015018904e75
150,1,37,10761485,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,1,6,5519885,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,235,11287565,e20051397201015018904e75
20,1,216,5519885,e20051397201015018904e75
30,1,199,10761485,e20051397201015018904e75
40,1,170,16529165,e20051397201015018904e75
50,1,26,11287565,e20051397201015018904e75
60,0,0,0,e20051397201015018904e75
70,1,41,10761485,e20051397201015018904e75
80,1,135,16529165,e20051397201015018904e75
90,1,97,11287565,e20051397201015018904e75
100,0,0,0,e20051397201015018904e75
110,0,0,0,e20051397201015018904e75
120,0,0,0,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,1,0,1,e20051397201015018904e75
10,1,222,16529165,e20051397201015018904e75
20,1,30,11287565,e20051397201015018904e75
30,1,125,5519885,e20051397201015018904e75
40,1,108,10761485,e20051397201015018904e75
50,1,154,16529165,e20051397201015018904e75
60,1,167,11287565,e20051397201015018904e75
70,1,167,5519885,e20051397201015018904e75
80,1,133,10761485,e20051397201015018904e75
90,1,118,16529165,e20051397201015018904e75
100,1,8,11287565,e20051397201015018904e75
110,1,24,5519885,e20051397201015018904e75
120,1,7,10761485,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,1,0,1,e20051397201015018904e75
10,1,207,10761485,e20051397201015018904e75
20,1,221,16529165,e20051397201015018904e75
30,1,93,11287565,e20051397201015018904e75
40,1,125,5519885,e20051397201015018904e75
50,1,139,10761485,e20051397201015018904e75
60,1,183,16529165,e20051397201015018904e75
70,1,166,11287565,e20051397201015018904e75
80,1,145,5519885,e20051397201015018904e75
90,1,146,10761485,e20051397201015018904e75
100,1,24,16529165,e20051397201015018904e75
110,1,40,11287565,e20051397201015018904e75
120,1,54,5519885,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,1,81,16529165,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,1,0,1,e20051397201015018904e75
10,1,235,5519885,e20051397201015018904e75
20,1,233,10761485,e20051397201015018904e75
30,1,200,16529165,e20051397201015018904e75
40,1,171,11287565,e20051397201015018904e75
50,1,122,5519885,e20051397201015018904e75
60,1,10,10761485,e20051397201015018904e75
70,1,42,16529165,e20051397201015018904e75
80,1,103,11287565,e20051397201015018904e75
90,1,86,5519885,e20051397201015018904e75
100,0,0,0,e20051397201015018904e75
110,0,0,0,e20051397201015018904e75
120,0,0,0,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,1,0,1,e20051397201015018904e75
10,1,224,5519885,e20051397201015018904e75
20,1,214,10761485,e20051397201015018904e75
30,1,122,16529165,e20051397201015018904e75
40,1,27,11287565,e20051397201015018904e75
50,1,57,5519885,e20051397201015018904e75
60,1,22,10761485,e20051397201015018904e75
70,1,69,16529165,e20051397201015018904e75
80,1,99,11287565,e20051397201015018904e75
90,1,80,5519885,e20051397201015018904e75
100,1,85,10761485,e20051397201015018904e75
110,0,0,0,e20051397201015018904e75
120,1,22,11287565,e20051397201015018904e75
130,0,0,0,e20051397201015018904e75
140,0,0,0,e20051397201015018904e75
150,0,0,0,e20051397201015018904e75
160,0,0,0,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,229,11287565,e20051397201015018904e75
20,1,211,5519885,e20051397201015018904e75
30,1,201,10761485,e20051397201015018904e75
40,1,169,16529165,e20051397201015018904e75
50,1,90,11287565,e20051397201015018904e75
60,1,10,5519885,e20051397201015018904e75
70,1,40,10761485,e20051397201015018904e75
80,1,87,16529165,e20051397201015018904e75
90,1,113,11287565,e20051397201015018904e75
100,1,96,5519885,e20051397201015018904e75
110,0,0,0,e20051397201015018904e75
120,1,70,16529165,e20051397201015018904e75
130,1,6,11287565,e20051397201015018904e75
140,1,54,5519885,e20051397201015018904e75
150,1,5,10761485,e20051397201015018904e75
160,1,5,16529165,e20051397201015018904e75
170,0,0,0,e20051397201015018904e75
180,0,0,0,e20051397201015018904e75
190,0,0,0,e20051397201015018904e75
200,0,0,0,e20051397201015018904e75
10,1,234,16529165,e20051397201021218904d7d
20,1,216,11287565,e20051397201021218904d7d
30,1,200,5519885,e20051397201021218904d7d
40,1,154,10761485,e20051397201021218904d7d
50,1,154,16529165,e20051397201021218904d7d
60,1,120,11287565,e20051397201021218904d7d
70,1,55,5519885,e20051397201021218904d7d
80,1,117,10761485,e20051397201021218904d7d
90,1,114,16529165,e20051397201021218904d7d
100,0,0,0,e20051397201021218904d7d
110,0,0,0,e20051397201021218904d7d
120,1,38,10761485,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,1,80,5519885,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,237,10761485,e20051397201021218904d7d
20,1,221,16529165,e20051397201021218904d7d
30,1,203,11287565,e20051397201021218904d7d
40,1,109,5519885,e20051397201021218904d7d
50,1,44,10761485,e20051397201021218904d7d
60,1,168,16529165,e20051397201021218904d7d
70,1,135,11287565,e20051397201021218904d7d
80,1,135,5519885,e20051397201021218904d7d
90,1,115,10761485,e20051397201021218904d7d
100,0,0,0,e20051397201021218904d7d
110,1,70,11287565,e20051397201021218904d7d
120,1,7,5519885,e20051397201021218904d7d
130,1,38,10761485,e20051397201021218904d7d
140,1,70,16529165,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,1,69,5519885,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,1,6,16529165,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,236,5519885,e20051397201021218904d7d
20,1,204,10761485,e20051397201021218904d7d
30,1,172,16529165,e20051397201021218904d7d
40,1,27,11287565,e20051397201021218904d7d
50,1,166,5519885,e20051397201021218904d7d
60,1,167,10761485,e20051397201021218904d7d
70,1,150,16529165,e20051397201021218904d7d
80,1,130,11287565,e20051397201021218904d7d
90,1,117,5519885,e20051397201021218904d7d
100,1,103,10761485,e20051397201021218904d7d
110,1,8,16529165,e20051397201021218904d7d
120,1,71,11287565,e20051397201021218904d7d
130,1,84,5519885,e20051397201021218904d7d
140,1,96,10761485,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,190,5519885,e20051397201021218904d7d
20,1,204,10761485,e20051397201021218904d7d
30,1,187,16529165,e20051397201021218904d7d
40,1,107,11287565,e20051397201021218904d7d
50,1,42,5519885,e20051397201021218904d7d
60,1,160,10761485,e20051397201021218904d7d
70,1,152,16529165,e20051397201021218904d7d
80,1,103,11287565,e20051397201021218904d7d
90,1,87,5519885,e20051397201021218904d7d
100,1,86,10761485,e20051397201021218904d7d
110,1,70,16529165,e20051397201021218904d7d
120,1,80,11287565,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,47,16529165,e20051397201021218904d7d
20,1,174,11287565,e20051397201021218904d7d
30,1,158,5519885,e20051397201021218904d7d
40,1,189,10761485,e20051397201021218904d7d
50,1,188,16529165,e20051397201021218904d7d
60,1,194,11287565,e20051397201021218904d7d
70,1,183,5519885,e20051397201021218904d7d
80,1,152,10761485,e20051397201021218904d7d
90,1,106,16529165,e20051397201021218904d7d
100,1,120,11287565,e20051397201021218904d7d
110,1,116,5519885,e20051397201021218904d7d
120,1,130,10761485,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,78,10761485,e20051397201021218904d7d
20,1,221,16529165,e20051397201021218904d7d
30,1,204,11287565,e20051397201021218904d7d
40,1,156,5519885,e20051397201021218904d7d
50,1,139,10761485,e20051397201021218904d7d
60,1,75,16529165,e20051397201021218904d7d
70,1,163,11287565,e20051397201021218904d7d
80,1,149,5519885,e20051397201021218904d7d
90,1,149,10761485,e20051397201021218904d7d
100,1,118,16529165,e20051397201021218904d7d
110,1,102,11287565,e20051397201021218904d7d
120,0,0,0,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,1,83,16529165,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,173,5519885,e20051397201021218904d7d
20,1,92,10761485,e20051397201021218904d7d
30,1,154,16529165,e20051397201021218904d7d
40,1,134,11287565,e20051397201021218904d7d
50,1,115,5519885,e20051397201021218904d7d
60,1,104,10761485,e20051397201021218904d7d
70,1,72,16529165,e20051397201021218904d7d
80,1,120,11287565,e20051397201021218904d7d
90,1,86,5519885,e20051397201021218904d7d
100,1,8,10761485,e20051397201021218904d7d
110,1,55,16529165,e20051397201021218904d7d
120,0,0,0,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,125,11287565,e20051397201021218904d7d
20,0,0,0,e20051397201021218904d7d
30,1,139,10761485,e20051397201021218904d7d
40,1,11,16529165,e20051397201021218904d7d
50,1,154,11287565,e20051397201021218904d7d
60,1,89,5519885,e20051397201021218904d7d
70,1,103,10761485,e20051397201021218904d7d
80,1,112,16529165,e20051397201021218904d7d
90,1,85,11287565,e20051397201021218904d7d
100,1,39,5519885,e20051397201021218904d7d
110,1,100,10761485,e20051397201021218904d7d
120,0,0,0,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,243,11287565,e20051397201021218904d7d
20,1,232,5519885,e20051397201021218904d7d
30,1,218,10761485,e20051397201021218904d7d
40,1,170,16529165,e20051397201021218904d7d
50,1,154,11287565,e20051397201021218904d7d
60,1,11,5519885,e20051397201021218904d7d
70,1,112,10761485,e20051397201021218904d7d
80,1,145,16529165,e20051397201021218904d7d
90,1,148,11287565,e20051397201021218904d7d
100,1,100,5519885,e20051397201021218904d7d
110,1,99,10761485,e20051397201021218904d7d
120,1,70,16529165,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
10,1,238,11287565,e20051397201021218904d7d
20,1,125,5519885,e20051397201021218904d7d
30,1,140,10761485,e20051397201021218904d7d
40,1,120,16529165,e20051397201021218904d7d
50,1,170,11287565,e20051397201021218904d7d
60,1,137,5519885,e20051397201021218904d7d
70,1,58,10761485,e20051397201021218904d7d
80,1,121,16529165,e20051397201021218904d7d
90,1,148,11287565,e20051397201021218904d7d
100,1,118,5519885,e20051397201021218904d7d
110,0,0,0,e20051397201021218904d7d
120,0,0,0,e20051397201021218904d7d
130,0,0,0,e20051397201021218904d7d
140,0,0,0,e20051397201021218904d7d
150,0,0,0,e20051397201021218904d7d
160,0,0,0,e20051397201021218904d7d
170,0,0,0,e20051397201021218904d7d
180,0,0,0,e20051397201021218904d7d
190,0,0,0,e20051397201021218904d7d
200,0,0,0,e20051397201021218904d7d
